rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Response To Unfolded Protein (GO:0006986),5.575664311229018e-18,49.60215053763441,1970.600198969805,HSPA8;HSP90AA1;HSPA1L;HSPA4;HSPA4L;HSPA6;HSPE1;HSPD1;DNAJA1;HSPH1;DNAJB4;DNAJC4;SERPINH1;HSPA1A,7.594054791893922e-15,0,0,45,pos,GO_Biological_Process_2023
2,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),6.746714922223327e-09,35.870466321243526,674.8744907829555,HSPA8;HSPA1L;DNAJB4;PTGES3;HSPA6;HSPE1;HSPA1A,4.5945128620340855e-06,0,0,45,pos,GO_Biological_Process_2023
3,'De Novo' Post-Translational Protein Folding (GO:0051084),2.4512527371797764e-08,28.689119170984455,502.750463341161,HSPA8;HSPA1L;DNAJB4;PTGES3;HSPA6;HSPE1;HSPA1A,1.1128687426796185e-05,0,0,45,pos,GO_Biological_Process_2023
