rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Endocytic Vesicle (GO:0030139),0.0001633154181309202,4.942100400369572,43.09426123165502,LRP1;DLG4;SPHK1;RAB34;STAB1;RAB13;PICK1;ITGAV;MTSS1,0.024170681883376188,0,0,13,pos,GO_Cellular_Component_2023
2,Asymmetric Synapse (GO:0032279),0.002223962907809217,4.79089211786671,29.264994812787858,DLG4;P2RY1;PICK1;PTK2B;HOMER3;NETO2,0.16457325517788207,0,0,13,pos,GO_Cellular_Component_2023
3,Postsynaptic Density (GO:0014069),0.004168227106811154,4.192321365090651,22.97502989862297,DLG4;P2RY1;PICK1;PTK2B;HOMER3;NETO2,0.19794998729622973,0,0,13,pos,GO_Cellular_Component_2023
