rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,heme Metabolism,1.7089170658264874e-09,8.596785975164353,173.54680844809113,MPP1;MAP2K3;BNIP3L;ISCA1;NARF;EIF2AK1;NCOA4;SLC2A1;GAPVD1;UCP2;BMP2K;CIR1;TOP1;DCAF11;MARK3,4.7849677843141646e-08,0,0,17,pos,MSigDB_Hallmark_2020
2,mTORC1 Signaling,0.004067400402162354,3.684635829149776,20.28300352206346,MAP2K3;PSMD13;HSPA4;SLC2A1;ETF1;ADIPOR2;ATP6V1D,0.03796240375351531,0,0,17,pos,MSigDB_Hallmark_2020
3,Myc Targets V1,0.004067400402162354,3.684635829149776,20.28300352206346,SMARCC1;CNBP;HNRNPU;PSMD1;ETF1;RAD23B;EIF3D,0.03796240375351531,0,0,17,pos,MSigDB_Hallmark_2020
