rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Coagulation,0.00048361475208524477,5.445674959458925,41.573491226182306,F8;PROC;SERPING1;TIMP3;APOA1;CRIP2;CLU,0.019148140013909166,0,0,75,neg,MSigDB_Hallmark_2020
2,Myogenesis,0.0009340556104345935,4.255208333333333,29.684225172013964,GNAO1;TAGLN;PTP4A3;KLF5;SSPN;MAPRE3;IGFBP7;CLU,0.019148140013909166,0,0,75,neg,MSigDB_Hallmark_2020
3,Apical Junction,0.004067400402162354,3.684635829149776,20.28300352206346,SGCE;CLDN5;MDK;ITGA10;MADCAM1;JAM3;MPZL2,0.04169085412216413,0,0,75,neg,MSigDB_Hallmark_2020
