rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Integrin Cell Surface Interactions R-HSA-216083,4.255887176513815e-06,12.135505400895758,150.08231117190402,COL4A1;COL4A4;ITGA10;COL4A3;MADCAM1;ITGAL;JAM3,0.0008728456654185917,0,0,75,neg,Reactome_2022
2,Platelet Degranulation R-HSA-114608,4.698735376419166e-06,7.995847625925257,98.09479500755127,F8;HSPA5;MMRN1;SERPINF2;SERPING1;PDGFA;TIMP3;APOA1;CLU,0.0008728456654185917,0,0,75,neg,Reactome_2022
3,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,6.481527218454889e-06,7.663493574488339,91.55234283192686,F8;HSPA5;MMRN1;SERPINF2;SERPING1;PDGFA;TIMP3;APOA1;CLU,0.0008728456654185917,0,0,75,neg,Reactome_2022
