rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,SRF mouse,3.343535939158139e-05,26.918367346938776,277.4179092680899,ACTA2;TAGLN;TGFB1I1;KCNMB1,0.005249351424478278,0,0,75,neg,TRRUST_Transcription_Factors_2019
2,EPAS1 mouse,0.00026165809515097364,30.13705583756345,248.5846578261998,EFNA1;FLT1;CITED2,0.02054016046935143,0,0,75,neg,TRRUST_Transcription_Factors_2019
3,HDAC9 human,0.0007195272026923491,20.086294416243653,145.36282995258424,MYEF2;HSPA5;CITED2,0.037655256940899606,0,0,75,neg,TRRUST_Transcription_Factors_2019
