rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Blood Vessel Morphogenesis (GO:0048514),9.400158716511514e-07,15.57535480964181,216.14494720002264,EGFL7;RAMP2;FLT1;COL4A1;SERPINF2;ID1;HES1,0.0012774815695739147,0,0,75,neg,GO_Biological_Process_2023
2,Negative Regulation Of Vascular Permeability (GO:0043116),3.031048397200008e-06,57.70553935860058,733.2413213987782,CLDN5;CEACAM1;RAMP2;FERMT2,0.0020595973858974054,0,0,75,neg,GO_Biological_Process_2023
3,Reverse Cholesterol Transport (GO:0043691),1.6073421914510297e-05,33.6530612244898,371.4740483715657,APOM;LIPC;APOA1;CLU,0.006575642335365805,0,0,75,neg,GO_Biological_Process_2023
