rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Immunoglobulin Receptor Binding (GO:0034987),3.3473033797170354e-05,75.36548223350253,776.6239908457204,IGHA1;IGHA2;JCHAIN,0.007431013502971819,0,0,23,pos,GO_Molecular_Function_2023
2,CXCR Chemokine Receptor Binding (GO:0045236),0.0005011239651713426,23.178836392034363,176.1280286078286,PPBP;PF4V1;PF4,0.05562476013401903,0,0,23,pos,GO_Molecular_Function_2023
3,Protease Binding (GO:0002020),0.0016245281501544254,5.115048081088105,32.85159003068434,ITGB1;SELENOS;NLRP7;ITGB3;DERL3;THBS1,0.12021508311142748,0,0,23,pos,GO_Molecular_Function_2023
