rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,MHC Class Ib Protein Binding (GO:0023029),0.0020216133697869413,39.98989898989899,248.09171029141777,LILRB1;LILRB2,0.1924826943017298,0,0,12,neg,GO_Molecular_Function_2023
2,Inhibitory MHC Class I Receptor Activity (GO:0032396),0.0034202318391573132,28.561327561327563,162.17255858986445,LILRB1;LILRB2,0.1924826943017298,0,0,12,neg,GO_Molecular_Function_2023
3,FMN Binding (GO:0010181),0.004247232134539841,24.98989898989899,136.4820277236255,NDOR1;PPCDC,0.1924826943017298,0,0,12,neg,GO_Molecular_Function_2023
