rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341,1.0054206562231908e-05,10.52453520268211,121.11129352209151,IFNAR2;MAPK11;STAT2;TYK2;PLCB2;RELB;NFKB2,0.0008965936511301612,0,0,12,neg,WikiPathway_2023_Human
2,SARS Coronavirus And Innate Immunity WP4912,1.105992394212401e-05,20.28205128205128,231.46246946256952,IFNAR2;TRAF3;STAT2;TYK2;IRF9,0.0008965936511301612,0,0,12,neg,WikiPathway_2023_Human
3,Type I Interferon Induction And Signaling During SARS CoV 2 Infection WP4868,1.3080212433165224e-05,19.500986193293887,219.27708359619595,IFNAR2;TRAF3;STAT2;TYK2;IRF9,0.0008965936511301612,0,0,12,neg,WikiPathway_2023_Human
