rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Herpes simplex virus 1 infection,0.011817827944419653,2.308084264963115,10.243615051929037,ZNF595;ZNF671;ZNF90;ZNF273;ZNF680;ZNF470;ZNF506;ZNF823;ZNF107;ZNF211;ZFP28,0.4918506956982308,0,0,111,neg,KEGG_2021_Human
2,Primary bile acid biosynthesis,0.012259680874864825,13.323232323232324,58.64139939765107,CYP27A1;AMACR,0.4918506956982308,0,0,111,neg,KEGG_2021_Human
3,One carbon pool by folate,0.016794888254868964,11.1010101010101,45.36628383483138,DHFR;SHMT1,0.4918506956982308,0,0,111,neg,KEGG_2021_Human
