rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Epithelial Mesenchymal Transition,0.0009340556104345935,4.255208333333333,29.684225172013964,COL4A1;CALD1;COL5A2;FN1;TIMP3;PVR;FBLN2;PFN2,0.030823835144341588,0,0,111,neg,MSigDB_Hallmark_2020
2,Coagulation,0.04998167087837628,2.9951264087724643,8.973695008153785,F12;P2RY1;FN1;TIMP3,0.8246975694932086,0,0,111,neg,MSigDB_Hallmark_2020
3,Apoptosis,0.07844004010458273,2.5533601975822178,6.499376070966086,GPX3;TIMP3;IGFBP6;CD14,0.86284044115041,0,0,111,neg,MSigDB_Hallmark_2020
