rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF-alpha Signaling via NF-kB,0.0009340556104345935,4.255208333333333,29.684225172013964,TNFAIP8;KYNU;TNFAIP3;ACKR3;HES1;SQSTM1;KLF2;IER3,0.01200691616384343,0,0,69,pos,MSigDB_Hallmark_2020
2,Adipogenesis,0.0009340556104345935,4.255208333333333,29.684225172013964,ALDH2;GPAT4;COL4A1;GPX3;GBE1;AK2;ALDOA;TOB1,0.01200691616384343,0,0,69,pos,MSigDB_Hallmark_2020
3,Epithelial Mesenchymal Transition,0.0009340556104345935,4.255208333333333,29.684225172013964,ACTA2;COL4A1;CALD1;COL5A2;TIMP3;TNFAIP3;THBS1;FERMT2,0.01200691616384343,0,0,69,pos,MSigDB_Hallmark_2020
