rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Prolonged bleeding time (HP:0003010),4.4416842989698815e-08,40.79381443298969,690.6248819207933,ITGB3;ITGA2B;GP1BA;CD36;GP6;RIN2,2.4873432074231337e-05,0,0,6,pos,Human_Phenotype_Ontology
2,Increased mean platelet volume (HP:0011877),8.98018633910456e-06,40.38775510204081,469.32550127312595,ITGB3;ITGA2B;GP1BA;CD36,0.0019876109809926156,0,0,6,pos,Human_Phenotype_Ontology
3,Abnormal platelet volume (HP:0011876),1.2150001455530943e-05,36.714285714285715,415.53894085341443,ITGB3;ITGA2B;GP1BA;CD36,0.0019876109809926156,0,0,6,pos,Human_Phenotype_Ontology
