rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,SPI1 mouse,2.68237171209818e-06,17.979987871437235,230.66183359791003,CSF1R;MEF2C;IL1B;PTPRO;IRF8;AIF1,0.0003755320396937452,0,0,8,pos,TRRUST_Transcription_Factors_2019
2,RFXANK human,1.2150001455530943e-05,36.714285714285715,415.53894085341443,HLA-DMA;HLA-DMB;HLA-DRA;HLA-DPA1,0.0005670000679247773,0,0,8,pos,TRRUST_Transcription_Factors_2019
3,RFXAP human,1.2150001455530943e-05,36.714285714285715,415.53894085341443,HLA-DMA;HLA-DMB;HLA-DRA;HLA-DPA1,0.0005670000679247773,0,0,8,pos,TRRUST_Transcription_Factors_2019
