rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Myogenesis,0.0009340556104345935,4.255208333333333,29.684225172013964,MYOM1;TNNT1;TPM3;TNNC2;TNNT3;FKBP1B;PYGM;MYH7,0.03923033563825293,0,0,99,neg,MSigDB_Hallmark_2020
2,IL-2/STAT5 Signaling,0.003957733062368773,3.7040155440414506,20.490924669981364,KLF6;PNP;GPX4;IL3RA;PIM1;CTLA4;RHOB,0.05694360563027296,0,0,99,neg,MSigDB_Hallmark_2020
3,Hypoxia,0.004067400402162354,3.684635829149776,20.28300352206346,KLF6;DPYSL4;CITED2;CAV1;PIM1;PYGM;VLDLR,0.05694360563027296,0,0,99,neg,MSigDB_Hallmark_2020
