rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Fatty acid degradation,6.723327393029232e-05,13.334682860998651,128.110862510313,HADHA;CPT1A;ACAA2;ALDH2;ALDH7A1,0.009303144370193849,0,0,141,pos,KEGG_2021_Human
2,"Valine, leucine and isoleucine degradation",0.00011485363419992406,11.781156827668456,106.87691096820599,HADHA;ACAA2;ALDH2;AUH;ALDH7A1,0.009303144370193849,0,0,141,pos,KEGG_2021_Human
3,Glycolysis / Gluconeogenesis,0.0005556717726770651,8.16294458229942,61.18398606775132,LDHA;TPI1;ALDH2;ENO1;ALDH7A1,0.030006275724561517,0,0,141,pos,KEGG_2021_Human
