rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,heme Metabolism,2.1710151118137603e-20,16.020408163265305,725.3481224790628,GYPC;FECH;HBB;HBD;ADIPOR1;GATA1;SELENBP1;BSG;MXI1;TSPAN5;HBQ1;FBXO7;SNCA;RBM38;DMTN;GLRX5;PPP2R5B;BPGM;ANK1;TENT5C;BCAM;MKRN1;RANBP10;TRIM58;HAGH,8.466958936073666e-19,0,0,35,pos,MSigDB_Hallmark_2020
2,Apoptosis,0.001200691616384343,4.626943005181347,31.115532561213737,KRT18;ANKH;LMNA;PPP2R5B;TXNIP;TIMP1;BCL2L1,0.023413486519494688,0,0,35,pos,MSigDB_Hallmark_2020
3,Hypoxia,0.004067400402162354,3.684635829149776,20.28300352206346,EFNA1;SELENBP1;TES;SIAH2;GAA;MXI1;NEDD4L,0.039657153921082954,0,0,35,pos,MSigDB_Hallmark_2020
