rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cellular Response To Oxygen-Containing Compound (GO:1901701),6.233332753603497e-05,3.726574500768049,36.084474265853395,EGR1;PID1;SYT2;CACNA1A;CXCL2;ZFP36L1;CXCL10;RRAGA;IL1B;PLCG2;PPIF;CPEB3;PDK2;SLC26A6,0.09356232463158849,0,0,101,neg,GO_Biological_Process_2023
2,Intrinsic Apoptotic Signaling Pathway (GO:0097193),0.0006569142848848823,6.154639175257732,45.100931303106,ERO1A;E2F1;CASP2;TRIB3;CD24;PDK2,0.21510658185109824,0,0,101,neg,GO_Biological_Process_2023
3,Negative Regulation Of Translation (GO:0017148),0.0007256543016025789,6.032152699806063,43.60303471011706,BTG2;CELF1;DAPK3;PARP16;CPEB3;C8ORF88,0.21510658185109824,0,0,101,neg,GO_Biological_Process_2023
