rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol metabolism,0.0001398365134139565,11.256410256410257,99.9010527744165,CYP27A1;SCARB1;MYLIP;LRP1;LCAT,0.027407956629135477,0,0,7,pos,KEGG_2021_Human
2,Autophagy,0.00046293959489226153,5.487843762455161,42.13519232726351,VMP1;MTMR3;RRAGC;ATG16L2;RRAGD;RAF1;SQSTM1,0.04536808029944163,0,0,7,pos,KEGG_2021_Human
3,mTOR signaling pathway,0.000926851605557617,4.84900074019245,33.864049316967844,FLCN;FZD2;RRAGC;RRAGD;ATP6V1B2;RAF1;FNIP1,0.060554304896430974,0,0,7,pos,KEGG_2021_Human
