rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol Metabolism WP5304,8.373603081935455e-05,9.24742268041237,86.81333560855745,CYP27A1;SCARB1;MYLIP;LRP1;LCAT;MGAT1,0.026041905584819267,0,0,7,pos,WikiPathway_2023_Human
2,Familial Hyperlipidemia Type 3 WP5110,0.00026165809515097364,30.13705583756345,248.5846578261998,SCARB1;LRP1;LCAT,0.0406878337959764,0,0,7,pos,WikiPathway_2023_Human
3,Statin Inhibition Of Cholesterol Production WP430,0.0029718848603480213,11.581803982819212,67.38940857682955,SCARB1;LRP1;LCAT,0.21433033891140765,0,0,7,pos,WikiPathway_2023_Human
