rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol Homeostasis,0.03805558843062846,4.231572174161721,13.83177100318916,FADS2;GSTM2;CXCL16,0.4448849866162441,0,0,194,pos,MSigDB_Hallmark_2020
2,IL-2/STAT5 Signaling,0.04996024744407145,2.591329632566746,7.7649908706521895,IFITM3;CSF1;PRAF2;ETFBKMT;COCH,0.4448849866162441,0,0,194,pos,MSigDB_Hallmark_2020
3,Myogenesis,0.0508439984704279,2.5779092702169626,7.679574154313181,MYH3;DMPK;TNNT1;SSPN;PVALB,0.4448849866162441,0,0,194,pos,MSigDB_Hallmark_2020
