rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,miRNA Targets In ECM And Membrane Receptors WP2911,0.0013185462203513692,15.854394870424793,105.13406751270358,COL4A1;COL6A1;COL5A2,0.23997541210394918,0,0,10,neg,WikiPathway_2023_Human
2,Striated Muscle Contraction Pathway WP383,0.006424287048407678,8.599709934735316,43.40849457481817,TNNC2;TNNT3;TNNI2,0.5311792366314511,0,0,10,neg,WikiPathway_2023_Human
3,Exercise Induced Circadian Regulation WP410,0.012247096503504439,6.685279187817259,29.431716933517144,RBPMS;UCP3;KLF9,0.5311792366314511,0,0,10,neg,WikiPathway_2023_Human
