rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Notch Signaling,0.04055549332201731,6.656565656565657,21.334852328849312,MAML2;HES1,0.49149198521413634,0,0,251,pos,MSigDB_Hallmark_2020
2,Glycolysis,0.0508439984704279,2.5779092702169626,7.679574154313181,DPYSL4;CTH;SDC1;B3GALT6;B4GALT7,0.49149198521413634,0,0,251,pos,MSigDB_Hallmark_2020
3,KRAS Signaling Up,0.0508439984704279,2.5779092702169626,7.679574154313181,NIN;JUP;FUCA1;TMEM176B;MPZL2,0.49149198521413634,0,0,251,pos,MSigDB_Hallmark_2020
