rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol Homeostasis,0.006473347840390891,5.752186588921282,28.991376259941838,GSTM2;ALCAM;CD9;CXCL16,0.1177543299419293,0,0,171,pos,MSigDB_Hallmark_2020
2,IL-2/STAT5 Signaling,0.015151192505367015,3.141979595107099,13.163876618045636,CXCL10;ALCAM;SOCS1;CA2;RGS16;WLS,0.1177543299419293,0,0,171,pos,MSigDB_Hallmark_2020
3,Estrogen Response Late,0.015493990781832804,3.1256244021681368,13.025424015927582,SCARB1;CA2;MDK;CD9;TPSAB1;MEST,0.1177543299419293,0,0,171,pos,MSigDB_Hallmark_2020
