rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cellular Respiration (GO:0045333),8.492479809184712e-10,15.514514514514515,324.0465431120925,CHCHD5;NDUFA13;SURF1;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1;ETFB;COX5B;COX6B1,9.418160108385845e-07,0,0,PC3,neg,GO_Biological_Process_2023
2,Aerobic Respiration (GO:0009060),1.977698092616979e-06,13.774013551215624,180.90206714782056,NDUFA13;SURF1;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1,0.0010966335923561147,0,0,PC3,neg,GO_Biological_Process_2023
3,Oxidative Phosphorylation (GO:0006119),3.923224930218151e-05,10.712425393380357,108.68839083893262,NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1,0.0145028548253731,0,0,PC3,neg,GO_Biological_Process_2023
4,Aerobic Electron Transport Chain (GO:0019646),6.063573890742817e-05,9.84602593947456,95.61107634878178,NDUFB7;NDUFB10;NDUFS6;UQCRC1;COX5B;COX6B1,0.015846286504364034,0,0,PC3,neg,GO_Biological_Process_2023
5,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),7.144403293220934e-05,9.537371134020619,91.04943074916847,NDUFB7;NDUFB10;NDUFS6;UQCRC1;COX5B;COX6B1,0.015846286504364034,0,0,PC3,neg,GO_Biological_Process_2023
6,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),8.739012574134849e-05,3.818816278437415,35.68732792136112,KLHDC3;FBXW5;PSMD13;RNF25;VPS4A;UBE2L3;ANAPC11;PSMD8;PSMB4;MVB12A;STUB1;CHMP6;UBL7,0.01615260824119258,0,0,PC3,neg,GO_Biological_Process_2023
7,NADH Dehydrogenase Complex Assembly (GO:0010257),0.00018485918100710728,10.551282051282051,90.69793638374381,NDUFA13;NDUFB7;NDUFA11;NDUFB10;DMAC2,0.022778759081875776,0,0,PC3,neg,GO_Biological_Process_2023
8,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.00018485918100710728,10.551282051282051,90.69793638374381,NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6,0.022778759081875776,0,0,PC3,neg,GO_Biological_Process_2023
9,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),0.00018485918100710728,10.551282051282051,90.69793638374381,NDUFA13;NDUFB7;NDUFA11;NDUFB10;DMAC2,0.022778759081875776,0,0,PC3,neg,GO_Biological_Process_2023
10,Vesicle Budding From Membrane (GO:0006900),0.0002802069439193893,14.411078717201166,117.88236655881762,TRAPPC1;TRAPPC2L;VPS4A;CHMP6,0.028993251215999345,0,0,PC3,neg,GO_Biological_Process_2023
11,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),0.00028757958825608007,7.25920471281296,59.19163440674612,NDUFA13;SURF1;NDUFB7;NDUFA11;NDUFB10;DMAC2,0.028993251215999345,0,0,PC3,neg,GO_Biological_Process_2023
12,Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.0003324843108549847,9.205128205128204,73.72311591006364,NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6,0.030727091728181503,0,0,PC3,neg,GO_Biological_Process_2023
13,Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510),0.00041017649693527065,25.111675126903553,195.84402098106767,VPS4A;MVB12A;CHMP6,0.03499121039240116,0,0,PC3,neg,GO_Biological_Process_2023
14,Mitochondrial Translation (GO:0032543),0.0004551605159281598,6.625280143433438,50.98060594027172,MRPL52;MRPS11;MRPS12;MRPS34;MRPS18A;MRPL28,0.03605521515459494,0,0,PC3,neg,GO_Biological_Process_2023
15,Mitochondrial Gene Expression (GO:0140053),0.0005933308279151084,6.28217663938782,46.67505481992452,MRPL52;MRPS11;MRPS12;MRPS34;MRPS18A;MRPL28,0.04386692587719035,0,0,PC3,neg,GO_Biological_Process_2023
