rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Response To Unfolded Protein (GO:0006986),1.472766743060654e-11,30.597523219814242,763.1417994411703,DNAJB2;DNAJB1;HSP90AB1;DDIT3;HSF1;SERPINH1;HSPB1;HSPE1;OPTN;HSPA1A,2.3048799528899236e-08,0,0,PC2,neg,GO_Biological_Process_2023
2,Regulation Of Inclusion Body Assembly (GO:0090083),2.3012348319405374e-08,101.51282051282051,1785.3298178562513,DNAJB2;DNAJB1;DNAJA4;HSPA1B;HSPA1A,1.8007162559934706e-05,0,0,PC2,neg,GO_Biological_Process_2023
3,Regulation Of Cell Cycle (GO:0051726),1.9371997179031023e-06,5.172345903377253,68.03841940198757,TSPYL2;PPP1R15A;CDT1;JUN;CDKN1A;JUND;HSP90AB1;GADD45B;RAD23A;YY1AP1;GADD45G;RHOB;NR4A1;FZR1,0.0007606121381173398,0,0,PC2,neg,GO_Biological_Process_2023
4,Negative Regulation Of Inclusion Body Assembly (GO:0090084),1.9440565830475138e-06,67.3265306122449,885.3932781130271,DNAJB2;DNAJB1;HSPA1B;HSPA1A,0.0007606121381173398,0,0,PC2,neg,GO_Biological_Process_2023
5,Cellular Response To Heat (GO:0034605),2.68237171209818e-06,17.979987871437235,230.66183359791003,DNAJB1;HSP90AB1;BAG3;HSF1;HSPA1B;HSPA1A,0.0008395823458867302,0,0,PC2,neg,GO_Biological_Process_2023
6,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),4.272109658776769e-06,4.811034725894588,59.48076014062711,FBXW4;ZFAND2A;RAD23A;ANKRD9;BAG6;DNAJB2;FZR1;SHARPIN;CDC34;UBE2S;DDIT3;ASCC2;FBXO7;RNF187,0.001114308602664274,0,0,PC2,neg,GO_Biological_Process_2023
7,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),6.420000268513295e-06,23.05128205128205,275.60325810758144,DNAJB1;ST13;HSPE1;HSPA1B;HSPA1A,0.0014353286314604725,0,0,PC2,neg,GO_Biological_Process_2023
8,Negative Regulation Of Cellular Component Organization (GO:0051129),1.4197221292804398e-05,9.937823834196891,110.93060373026289,DNAJB2;DNAJB1;DNAJA4;HSF1;HSPA1B;VEGFA;HSPA1A,0.002406524823207815,0,0,PC2,neg,GO_Biological_Process_2023
9,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),1.4401635277172379e-05,12.998245229216934,144.90663187900708,OSBPL7;HSP90AB1;UBB;RAD23A;APOE;PSMF1,0.002406524823207815,0,0,PC2,neg,GO_Biological_Process_2023
10,'De Novo' Post-Translational Protein Folding (GO:0051084),1.5377155419858243e-05,18.77777777777778,208.10711759419502,DNAJB1;ST13;HSPE1;HSPA1B;HSPA1A,0.002406524823207815,0,0,PC2,neg,GO_Biological_Process_2023
11,Regulation Of Natural Killer Cell Chemotaxis (GO:2000501),1.9269523068842994e-05,100.49238578680203,1091.0444080855816,CCL5;CCL4;CCL3,0.0027198263795167052,0,0,PC2,neg,GO_Biological_Process_2023
12,Cellular Response To Unfolded Protein (GO:0034620),2.0854898756677612e-05,31.062794348508636,334.7923648041761,BAG3;HSF1;OPTN;HSPA1A,0.0027198263795167052,0,0,PC2,neg,GO_Biological_Process_2023
13,Aromatic Amino Acid Transport (GO:0015801),3.3473033797170354e-05,75.36548223350253,776.6239908457204,SLC7A5;SLC3A2;SLC38A5,0.004029638299428585,0,0,PC2,neg,GO_Biological_Process_2023
14,Cytoplasmic Translation (GO:0002181),4.124241764738496e-05,8.314134233040125,83.93985902496969,RPS15;RPLP1;RPL12;RPLP2;RPS11;RPL28;UBA52,0.004326493415908235,0,0,PC2,neg,GO_Biological_Process_2023
15,Hydrogen Peroxide Catabolic Process (GO:0042744),4.146798801190002e-05,25.23469387755102,254.6329194525256,PRDX2;HBB;HBA1;HBD,0.004326493415908235,0,0,PC2,neg,GO_Biological_Process_2023
