rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Osteoclast differentiation,6.05155203164373e-07,8.854251012145749,126.77322582769185,LILRA6;SPI1;TYROBP;NCF2;NCF4;LILRA2;LILRB3;SIRPB1;MAP2K6;LILRA5,0.00011497948860123086,0,0,PC1,neg,KEGG_2021_Human
2,Salmonella infection,0.00021255070742376653,4.307641488658886,36.426837841647966,MAP2K3;CASP4;RHOG;LY96;TXN;NLRC4;TLR5;TLR4;MYL12A;MAP2K6,0.02019231720525782,0,0,PC1,neg,KEGG_2021_Human
3,Fc epsilon RI signaling pathway,0.0005949605404203094,8.032967032967033,59.66097044986614,MAP2K3;FCER1G;ALOX5;ALOX5AP;MAP2K6,0.037680834226619594,0,0,PC1,neg,KEGG_2021_Human
4,Yersinia infection,0.0025798129561998015,4.643660974266153,27.67639763160527,MAP2K3;RPS6KA1;RHOG;NLRC4;TLR4;MAP2K6,0.10673287671933943,0,0,PC1,neg,KEGG_2021_Human
5,Pentose phosphate pathway,0.0032779948419926,11.152284263959391,63.79690278522437,TALDO1;PGD;TKT,0.10673287671933943,0,0,PC1,neg,KEGG_2021_Human
6,Shigellosis,0.0034123118554292135,3.424719887955182,19.45365985598759,HK3;CASP4;HCLS1;NLRC4;TLR5;TLR4;MYL12A;GABARAP,0.10673287671933943,0,0,PC1,neg,KEGG_2021_Human
7,Toll-like receptor signaling pathway,0.003932263879133558,5.102564102564102,28.260755222784233,MAP2K3;LY96;TLR5;TLR4;MAP2K6,0.10673287671933943,0,0,PC1,neg,KEGG_2021_Human
8,Toxoplasmosis,0.005381572076205341,4.71914689671699,24.65647950040891,MAP2K3;ALOX5;LY96;TLR4;MAP2K6,0.1140798836916627,0,0,PC1,neg,KEGG_2021_Human
9,Starch and sucrose metabolism,0.005517288559721188,9.121827411167512,47.43230522818489,HK3;PYGL;GYG1,0.1140798836916627,0,0,PC1,neg,KEGG_2021_Human
10,Lipid and atherosclerosis,0.006004204404824353,3.416301315265046,17.475390133156854,MAP2K3;RXRA;NCF2;NCF4;LY96;TLR4;MAP2K6,0.1140798836916627,0,0,PC1,neg,KEGG_2021_Human
11,B cell receptor signaling pathway,0.008869377884041707,5.227405247813411,24.700277159233604,LILRA6;LILRA2;LILRB3;LILRA5,0.15319834526981133,0,0,PC1,neg,KEGG_2021_Human
12,NOD-like receptor signaling pathway,0.009849524387805507,3.468335787923417,16.024863210820612,NLRP12;CASP4;TXN;NLRC4;TLR4;GABARAP,0.15595080280692053,0,0,PC1,neg,KEGG_2021_Human
13,Neutrophil extracellular trap formation,0.012008572040404486,3.3153625147878993,14.660979114165809,NCF2;AQP9;NCF4;CASP4;FPR1;TLR4,0.16202192005841473,0,0,PC1,neg,KEGG_2021_Human
14,Insulin signaling pathway,0.012285432640016485,3.8205128205128207,16.807738908917543,HK3;MKNK1;FLOT1;FLOT2;PYGL,0.16202192005841473,0,0,PC1,neg,KEGG_2021_Human
15,Chemokine signaling pathway,0.012897994863156112,3.261390089790489,14.189275778913128,FGR;HCK;CXCR1;GNG5;GNB2;ARRB2,0.16202192005841473,0,0,PC1,neg,KEGG_2021_Human
