rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Ribosome biogenesis in eukaryotes,1.301689939882217e-05,8.208333333333334,92.33769299659329,RBM28;LSG1;NOP58;NVL;BMS1;DROSHA;MDN1;NOL6,0.0024211432881809237,0,0,PC1,pos,KEGG_2021_Human
2,RNA degradation,0.00014059568000422912,8.357717836463776,74.12980053694949,HSPA9;EXOSC6;EXOSC9;DIS3L;EXOSC2;CNOT9,0.013075398240393308,0,0,PC1,pos,KEGG_2021_Human
3,Phosphatidylinositol signaling system,0.0029142832620670067,5.492753623188406,32.067417227721045,INPP5B;DGKE;PPIP5K1;INPP5F;INPP5E,0.1806855622481544,0,0,PC1,pos,KEGG_2021_Human
4,Tuberculosis,0.00960063826017665,3.4884464984002843,16.20706323051596,HSPA9;MAPK9;CAMK2D;AKT3;RFX5;BCL2,0.36377821310098496,0,0,PC1,pos,KEGG_2021_Human
5,RNA transport,0.011163296263386887,3.3711340206185567,15.153665448482403,EIF2B5;DDX19A;NUP205;NUP210;XPO5;THOC1,0.36377821310098496,0,0,PC1,pos,KEGG_2021_Human
6,"Valine, leucine and isoleucine degradation",0.012247096503504439,6.685279187817259,29.431716933517144,MCCC2;OXCT1;BCKDHB,0.36377821310098496,0,0,PC1,pos,KEGG_2021_Human
7,Small cell lung cancer,0.01369057791240266,4.571428571428571,19.61621680627398,CDK6;AKT3;TRAF5;BCL2,0.36377821310098496,0,0,PC1,pos,KEGG_2021_Human
8,Neurotrophin signaling pathway,0.03167522263026367,3.4933451641526174,12.059797873871938,MAPK9;CAMK2D;AKT3;BCL2,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
9,Cell cycle,0.03603110912925464,3.3469387755102042,11.123124524025986,CDK6;RBL1;BUB3;ANAPC1,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
10,Inositol phosphate metabolism,0.03677522547466387,4.292240754169688,14.176974537004341,INPP5B;INPP5F;INPP5E,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
11,RNA polymerase,0.0382674239788824,6.886450714036921,22.47156498788087,POLR3A;POLR3D,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
12,Glioma,0.039358507090898553,4.1725888324873095,13.498504866555718,CAMK2D;CDK6;AKT3,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
13,Pancreatic cancer,0.04068388725460846,4.115221472776581,13.17662292356699,MAPK9;CDK6;AKT3,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
14,Propanoate metabolism,0.0452815731960364,6.23989898989899,19.311583224616665,BCKDHB;ACSS1,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
15,Autophagy,0.04889949736223606,3.017799601043425,9.10768346956255,MAPK9;STX17;AKT3;BCL2,0.5061037136934787,0,0,PC1,pos,KEGG_2021_Human
