rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,dim,direction,library
1,Defense Response To Symbiont (GO:0140546),0.0001239673938185765,5.851190476190476,52.634337002102534,IFITM1;RNASEL;AIM2;MLKL;RIPK3;TBKBP1;FADD;GBP2,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
2,Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151),0.00020276702349047898,33.48730964467005,284.75776049641166,LPCAT2;TSPO;PLB1,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
3,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),0.00026114908025227007,9.73767258382643,80.33988011860673,AIM2;MNDA;LGALS9;NLRC4;LILRA2,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
4,Regulation Of Mast Cell Degranulation (GO:0043304),0.000330570754905644,27.395939086294415,219.56995457412373,FES;STXBP2;LGALS9,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
5,Sphingolipid Catabolic Process (GO:0030149),0.00041017649693527065,25.111675126903553,195.84402098106767,ACER3;PPT1;SMPDL3A,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
6,Positive Regulation Of Interleukin-1 Production (GO:0032732),0.00044942710058951823,8.579313342025207,66.1253741268086,AIM2;MNDA;LGALS9;NLRC4;LILRA2,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
7,Inflammatory Response (GO:0006954),0.000637652660003248,4.062942546762922,29.893980808164294,PARP4;FUT7;TNFAIP6;ITGB2;C3AR1;HP;LGALS9;NLRC4;LTB4R,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
8,Defense Response To Virus (GO:0051607),0.0006464538444190075,4.51634438305709,33.168072691170956,IFITM1;RNASEL;AIM2;MLKL;RIPK3;TBKBP1;FADD;GBP2,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
10,Establishment Of Vesicle Localization (GO:0051650),0.0007195272026923491,20.086294416243653,145.36282995258424,F8A1;TOR1A;RAB27A,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
9,Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),0.0007195272026923491,20.086294416243653,145.36282995258424,SNX3;IFITM1;GSN,0.09677640876212096,0,0,15,neg,GO_Biological_Process_2023
