rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),2.392830047405176e-07,9.87218045112782,150.50750052715415,RAB2A;COPB2;SPAST;ATL3;PDCD6;COPB1;CUL3;YIPF4;MIA2;KLHL12,0.0003113071891674134,0,0,PC2,pos,GO_Biological_Process_2023
2,Golgi Vesicle Transport (GO:0048193),7.246430123167502e-07,6.767682576193215,95.67869918011633,RAB2A;COPB2;SPAST;ATL3;RER1;YIPF4;PDCD6;COPB1;CUL3;MIA2;KLHL12;BICD2,0.00047138027951204597,0,0,PC2,pos,GO_Biological_Process_2023
3,Protein Transport (GO:0015031),1.700602333862359e-05,4.518716577540107,49.62428771881699,COPB2;STXBP3;TMEM167A;PDCD6;STX7;CMTM6;VPS26C;MIA2;AP3B1;RAB10;RAB14;ARL6IP5;SNX6,0.007374945454516431,0,0,PC2,pos,GO_Biological_Process_2023
4,COPII Vesicle Coating (GO:0048208),3.343535939158139e-05,26.918367346938776,277.4179092680899,PPP6C;CUL3;PDCD6;KLHL12,0.007407769719051029,0,0,PC2,pos,GO_Biological_Process_2023
5,"Vesicle Targeting, Rough ER To cis-Golgi (GO:0048207)",3.343535939158139e-05,26.918367346938776,277.4179092680899,PPP6C;CUL3;PDCD6;KLHL12,0.007407769719051029,0,0,PC2,pos,GO_Biological_Process_2023
6,DNA Damage Response (GO:0006974),3.416342683651512e-05,3.952630049404243,40.6502501249631,MBD4;TIGAR;ARMT1;USP3;XIAP;PPP4R3B;PSEN1;KIN;VCPIP1;APC;RBBP5;SPRTN;POLI;CUL4B,0.007407769719051029,0,0,PC2,pos,GO_Biological_Process_2023
7,Endosomal Transport (GO:0016197),8.556145209995203e-05,5.408928079360705,50.661511644549314,RAB10;AP5M1;RAB14;VPS4B;CMTM6;VPS26C;EVI5;SNX6;CLN5,0.01590220702600537,0,0,PC2,pos,GO_Biological_Process_2023
8,Nuclear Membrane Organization (GO:0071763),0.00012208503690954434,18.346938775510203,165.32046257631316,SPAST;TMEM43;VPS4B;TOR1AIP1,0.01985407912741465,0,0,PC2,pos,GO_Biological_Process_2023
9,Vesicle Coating (GO:0006901),0.00016460907121433117,16.816326530612244,146.50278000651662,PPP6C;CUL3;PDCD6;KLHL12,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
10,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.00019728201697050076,7.819984139571768,66.71131732122619,RPS6KA3;PDCD6;CARD8;ARL6IP5;XIAP;MAP3K5,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
11,Endoplasmic Reticulum Organization (GO:0007029),0.0002020828777619212,10.33542647828362,87.92174350764732,RAB10;VCPIP1;ATL3;TMEM33;RTN4,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
12,Regulation Of Response To Biotic Stimulus (GO:0002831),0.00024710303456243254,14.945578231292517,124.13356629968176,ELMOD2;XIAP;TIRAP;ZMPSTE24,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
13,Toll-Like Receptor Signaling Pathway (GO:0002224),0.00024710303456243254,14.945578231292517,124.13356629968176,TLR1;RPS6KA3;IRAK4;TIRAP,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
14,Protein Dephosphorylation (GO:0006470),0.00025262487213479094,6.1016341171781585,50.543526200205385,DUSP11;DUSP22;PPP3CA;PPP6C;UBLCP1;PPP4R3B;PPM1D,0.023476068474811644,0,0,PC2,pos,GO_Biological_Process_2023
15,Protein Modification Process (GO:0036211),0.00029536917626561004,2.7268445839874413,22.161841827862943,GSK3B;RNASEL;GMFB;PDCD6;ADAM10;PPP4R3B;PPM1D;SUMF1;TGFBR2;DUSP11;PPP3CA;PPP6C;TBK1;UBLCP1;UBA3;MAPK1;PIK3C3;MAP3K5,0.025618353221437243,0,0,PC2,pos,GO_Biological_Process_2023
