rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Neurotrophin signaling pathway,0.00019604079048060282,6.375647668393782,54.43010152798513,RPS6KA3;GSK3B;MAPK1;PSEN1;IRAK4;SOS2;MAP3K5,0.0231671789354382,0,0,PC2,pos,KEGG_2021_Human
2,Endocytosis,0.0002340119084387697,4.253588516746412,35.56058934803459,RAB10;GIT2;USP8;ACTR2;CAPZA1;VTA1;VPS4B;STAM2;SNX6;TGFBR2,0.0231671789354382,0,0,PC2,pos,KEGG_2021_Human
3,Yersinia infection,0.00046293959489226153,5.487843762455161,42.13519232726351,RPS6KA3;GSK3B;ACTR2;GIT2;TBK1;MAPK1;IRAK4,0.03055401326288926,0,0,PC2,pos,KEGG_2021_Human
4,Colorectal cancer,0.001719952740982219,6.2421652421652425,39.734243578842936,GSK3B;APC;MAPK1;SOS2;TGFBR2,0.08513766067861984,0,0,PC2,pos,KEGG_2021_Human
5,Endometrial cancer,0.0027008557557807325,7.462585034013605,44.13512048118966,GSK3B;APC;MAPK1;SOS2,0.09080296579022779,0,0,PC2,pos,KEGG_2021_Human
6,Kaposi sarcoma-associated herpesvirus infection,0.0033461356980412017,3.8246698980444593,21.800423827059827,PPP3CA;GSK3B;TBK1;GNB4;MAPK1;PIK3C3;PIK3CG,0.09080296579022779,0,0,PC2,pos,KEGG_2021_Human
7,Salmonella infection,0.0036713926054365133,3.381569847856155,18.96108513155302,DYNC1LI1;ACTR2;MAPK1;PIK3C3;IRAK4;ACTR10;TIRAP;PIK3CG,0.09080296579022779,0,0,PC2,pos,KEGG_2021_Human
8,Toll-like receptor signaling pathway,0.003932263879133558,5.102564102564102,28.260755222784233,TLR1;TBK1;MAPK1;IRAK4;TIRAP,0.09080296579022779,0,0,PC2,pos,KEGG_2021_Human
9,Alzheimer disease,0.004127407535919445,2.850168596979915,15.647727100733825,PPP3CA;GSK3B;PSMD12;APC;ADAM10;MAPK1;PIK3C3;PSEN1;RTN4;MAP3K5,0.09080296579022779,0,0,PC2,pos,KEGG_2021_Human
10,Hepatitis B,0.005850868299415499,3.894528152260111,20.02241261266993,TBK1;MAPK1;IRAK4;SOS2;TIRAP;TGFBR2,0.10807567928683835,0,0,PC2,pos,KEGG_2021_Human
11,Lipid and atherosclerosis,0.006004204404824353,3.416301315265046,17.475390133156854,PPP3CA;GSK3B;TBK1;MAPK1;IRAK4;TIRAP;MAP3K5,0.10807567928683835,0,0,PC2,pos,KEGG_2021_Human
12,Hepatocellular carcinoma,0.00695406075097657,3.7491408934707904,18.627342249699513,GSK3B;APC;TXNRD1;MAPK1;SOS2;TGFBR2,0.1147420023911134,0,0,PC2,pos,KEGG_2021_Human
13,B cell receptor signaling pathway,0.008869377884041707,5.227405247813411,24.700277159233604,GSK3B;PPP3CA;MAPK1;SOS2,0.13001372191903268,0,0,PC2,pos,KEGG_2021_Human
14,Tuberculosis,0.00960063826017665,3.4884464984002843,16.20706323051596,TLR1;PPP3CA;MAPK1;PIK3C3;IRAK4;TIRAP,0.13001372191903268,0,0,PC2,pos,KEGG_2021_Human
15,NOD-like receptor signaling pathway,0.009849524387805507,3.468335787923417,16.024863210820612,RNASEL;TBK1;CARD8;XIAP;MAPK1;IRAK4,0.13001372191903268,0,0,PC2,pos,KEGG_2021_Human
