tissue,pc,score
blood,7,4.75077486038208
blood,7,5.639297008514404
blood,7,2.728665351867676
blood,7,11.580164909362793
blood,7,35.5285530090332
blood,7,4.06537389755249
blood,7,10.158475875854492
blood,7,-4.954880714416504
blood,7,0.37236255407333374
blood,7,-3.219691276550293
blood,7,-10.757508277893066
blood,7,0.9506679773330688
blood,7,4.347571849822998
blood,7,-2.5320773124694824
blood,7,-30.70491600036621
blood,7,-1.7539243698120117
blood,7,1.9793376922607422
blood,7,-28.60331916809082
blood,7,0.744046151638031
blood,7,-10.941855430603027
blood,7,-10.113286972045898
blood,7,1.0986541509628296
blood,7,-4.755222797393799
blood,7,7.616312503814697
blood,7,-0.24369433522224426
blood,7,14.590672492980957
blood,7,0.6422274112701416
blood,7,-3.0595695972442627
blood,7,-0.7214659452438354
blood,7,9.305251121520996
blood,7,9.81135082244873
blood,7,0.5344974398612976
blood,7,17.049612045288086
blood,7,2.3826282024383545
blood,7,2.9771995544433594
blood,7,-12.260839462280273
blood,7,9.6685152053833
blood,7,24.130931854248047
blood,7,7.250509262084961
blood,7,4.234167098999023
blood,7,13.921136856079102
blood,7,9.637361526489258
blood,7,22.186986923217773
blood,7,-5.6260294914245605
blood,7,10.033875465393066
blood,7,-4.578955173492432
blood,7,31.411367416381836
blood,7,-2.9378819465637207
blood,7,10.852180480957031
blood,7,-9.534170150756836
blood,7,-4.948060512542725
blood,7,10.869331359863281
blood,7,-22.034648895263672
blood,7,7.035431385040283
blood,7,-3.4991581439971924
blood,7,2.5977871417999268
blood,7,8.649247169494629
blood,7,37.60078430175781
blood,7,20.875028610229492
blood,7,12.817252159118652
blood,7,-12.041069984436035
blood,7,-14.517016410827637
blood,7,-25.051647186279297
blood,7,6.42084264755249
blood,7,-16.058870315551758
blood,7,19.151687622070312
blood,7,12.12585735321045
blood,7,0.6324480772018433
blood,7,16.804658889770508
blood,7,-3.5889406204223633
blood,7,-7.087088108062744
blood,7,4.660181045532227
blood,7,0.94111168384552
blood,7,-29.252716064453125
blood,7,-4.919134616851807
blood,7,-1.7344319820404053
blood,7,12.921183586120605
blood,7,6.141266822814941
blood,7,-13.308527946472168
blood,7,-0.05588380619883537
blood,7,6.5826311111450195
blood,7,-13.910057067871094
blood,7,-0.06176729127764702
blood,7,13.211057662963867
blood,7,9.51921272277832
blood,7,3.832267999649048
blood,7,2.8576085567474365
blood,7,2.1072044372558594
blood,7,-10.746444702148438
blood,7,5.085757255554199
blood,7,17.51305389404297
blood,7,15.584948539733887
blood,7,-11.064373016357422
blood,7,3.08296799659729
blood,7,2.1921985149383545
blood,7,11.546607971191406
blood,7,0.7481191158294678
blood,7,16.89932632446289
blood,7,12.151564598083496
blood,7,-23.543495178222656
blood,7,9.245088577270508
blood,7,6.214147090911865
blood,7,6.565168380737305
blood,7,7.167915344238281
blood,7,-1.6440303325653076
blood,7,-6.5776543617248535
blood,7,7.845698356628418
blood,7,19.396114349365234
blood,7,0.05720760300755501
blood,7,22.23036766052246
blood,7,-7.56617546081543
blood,7,6.351208686828613
blood,7,14.732884407043457
blood,7,-7.08198881149292
blood,7,-0.368610680103302
blood,7,11.794149398803711
blood,7,-1.332420825958252
blood,7,8.417832374572754
blood,7,-18.550457000732422
blood,7,-14.490256309509277
blood,7,12.948744773864746
blood,7,6.658778190612793
blood,7,-3.8679215908050537
blood,7,-9.313626289367676
blood,7,12.947415351867676
blood,7,0.6881861686706543
blood,7,-7.94065523147583
blood,7,-10.096844673156738
blood,7,2.9102561473846436
blood,7,-3.8321356773376465
blood,7,26.962919235229492
blood,7,33.34914016723633
blood,7,6.865775108337402
blood,7,3.8895156383514404
blood,7,-11.847823143005371
blood,7,13.746402740478516
blood,7,-7.981198310852051
blood,7,4.056197643280029
blood,7,11.48702335357666
blood,7,-9.224372863769531
blood,7,7.487560749053955
blood,7,17.8651180267334
blood,7,-13.598166465759277
blood,7,-14.023979187011719
blood,7,-19.0269718170166
blood,7,1.0163583755493164
blood,7,8.333658218383789
blood,7,-2.0776829719543457
blood,7,-20.457494735717773
blood,8,9.966506004333496
blood,8,-11.620072364807129
blood,8,7.074085235595703
blood,8,15.10766315460205
blood,8,0.7872107028961182
blood,8,-17.43395233154297
blood,8,10.510632514953613
blood,8,11.524234771728516
blood,8,-1.1683905124664307
blood,8,-11.906784057617188
blood,8,-18.812101364135742
blood,8,14.095291137695312
blood,8,15.00784969329834
blood,8,-1.8441965579986572
blood,8,-10.386662483215332
blood,8,1.897702932357788
blood,8,4.777592182159424
blood,8,10.462347984313965
blood,8,-6.814365863800049
blood,8,-8.581624984741211
blood,8,1.4205209016799927
blood,8,8.011792182922363
blood,8,0.016715390607714653
blood,8,3.837185859680176
blood,8,17.050336837768555
blood,8,2.2755279541015625
blood,8,-0.321233332157135
blood,8,-6.080341815948486
blood,8,17.40410614013672
blood,8,-3.156921148300171
blood,8,0.3506958484649658
blood,8,4.891315937042236
blood,8,5.724502086639404
blood,8,5.894822120666504
blood,8,-10.335780143737793
blood,8,-29.00151824951172
blood,8,5.0330023765563965
blood,8,2.399289131164551
blood,8,4.689558506011963
blood,8,-5.785984039306641
blood,8,-3.4278721809387207
blood,8,21.4440975189209
blood,8,15.803318977355957
blood,8,-19.80368423461914
blood,8,12.345163345336914
blood,8,-44.85572814941406
blood,8,8.176342010498047
blood,8,-10.750347137451172
blood,8,4.554500102996826
blood,8,25.36083221435547
blood,8,-0.6243581175804138
blood,8,5.392431259155273
blood,8,-2.002589464187622
blood,8,4.288565158843994
blood,8,8.422688484191895
blood,8,-35.910343170166016
blood,8,21.33715057373047
blood,8,7.472100257873535
blood,8,-11.693013191223145
blood,8,-14.031116485595703
blood,8,-8.002856254577637
blood,8,5.145132541656494
blood,8,2.4950692653656006
blood,8,-3.6661064624786377
blood,8,-13.170363426208496
blood,8,14.26323413848877
blood,8,-7.584771633148193
blood,8,-6.107126235961914
blood,8,1.9318054914474487
blood,8,6.769031524658203
blood,8,-19.90599822998047
blood,8,-5.107425212860107
blood,8,8.269120216369629
blood,8,-4.1717705726623535
blood,8,-11.03331184387207
blood,8,-2.895273208618164
blood,8,10.178991317749023
blood,8,22.21036148071289
blood,8,0.7086158990859985
blood,8,12.515825271606445
blood,8,1.0982462167739868
blood,8,-10.46908187866211
blood,8,11.588200569152832
blood,8,-6.777782440185547
blood,8,-0.613855242729187
blood,8,7.438877105712891
blood,8,-11.87181282043457
blood,8,-0.9358600378036499
blood,8,-21.458383560180664
blood,8,0.25517183542251587
blood,8,-7.679576396942139
blood,8,1.8282115459442139
blood,8,-23.445667266845703
blood,8,-25.723941802978516
blood,8,-7.580073833465576
blood,8,-12.414549827575684
blood,8,3.241628646850586
blood,8,-21.84918975830078
blood,8,12.494002342224121
blood,8,-9.3837890625
blood,8,17.235937118530273
blood,8,1.9988466501235962
blood,8,12.816798210144043
blood,8,-11.352559089660645
blood,8,-12.169387817382812
blood,8,-3.359625816345215
blood,8,22.3913631439209
blood,8,-6.6679253578186035
blood,8,10.869898796081543
blood,8,-6.558347225189209
blood,8,-22.346275329589844
blood,8,31.07054901123047
blood,8,1.3106471300125122
blood,8,7.503941059112549
blood,8,-2.674259901046753
blood,8,3.0133509635925293
blood,8,-57.796146392822266
blood,8,3.739572763442993
blood,8,0.4626607596874237
blood,8,3.81174373626709
blood,8,-8.049799919128418
blood,8,-3.212512254714966
blood,8,0.4138246476650238
blood,8,19.96038055419922
blood,8,13.222792625427246
blood,8,-10.374737739562988
blood,8,12.174223899841309
blood,8,7.955654144287109
blood,8,0.31665053963661194
blood,8,21.635595321655273
blood,8,-12.92491340637207
blood,8,18.89693260192871
blood,8,-9.516740798950195
blood,8,9.443717956542969
blood,8,0.4011654853820801
blood,8,17.73442840576172
blood,8,11.351765632629395
blood,8,-8.522442817687988
blood,8,-52.05039596557617
blood,8,0.3389001488685608
blood,8,2.6007039546966553
blood,8,9.048418045043945
blood,8,-37.43513107299805
blood,8,-7.889246463775635
blood,8,3.5623691082000732
blood,8,-2.4588305950164795
blood,8,2.8185603618621826
blood,8,-8.251581192016602
blood,8,0.47884082794189453
blood,8,-21.227781295776367
blood,8,-10.922937393188477
blood,8,-26.967809677124023
blood,8,7.846386909484863
blood,8,11.219773292541504
blood,8,-7.649346351623535
blood,8,13.235745429992676
blood,8,-6.715447425842285
blood,8,-12.65452766418457
blood,8,9.23978328704834
blood,8,-12.36376953125
blood,8,-3.6679577827453613
blood,8,1.8149971961975098
blood,8,14.007857322692871
blood,8,-4.926212310791016
blood,8,-12.361529350280762
blood,8,11.395750999450684
blood,8,-33.329532623291016
blood,8,-1.376549243927002
blood,8,-13.838610649108887
blood,8,-0.33140116930007935
blood,8,-15.760503768920898
blood,8,-0.953177273273468
blood,8,12.56371784210205
blood,8,4.745502471923828
blood,8,-6.0207061767578125
blood,8,-11.81653118133545
blood,8,7.499233245849609
blood,8,-2.112508773803711
blood,8,11.935202598571777
blood,8,3.9916329383850098
blood,8,-28.790164947509766
blood,8,2.173360824584961
blood,8,0.43655186891555786
blood,8,13.653172492980957
blood,8,3.1592280864715576
blood,8,3.05256724357605
blood,8,4.547148704528809
blood,8,-23.915056228637695
blood,8,3.41214919090271
blood,8,-7.02984619140625
blood,8,-3.0053300857543945
blood,8,12.301229476928711
blood,8,-28.41661834716797
blood,8,18.775217056274414
blood,8,1.7545864582061768
blood,8,-9.163421630859375
blood,8,-10.879511833190918
blood,8,-1.7721192836761475
blood,8,-24.835498809814453
blood,8,13.501323699951172
blood,8,-1.9277937412261963
blood,8,-1.097058892250061
blood,8,4.849913120269775
blood,8,17.043935775756836
blood,8,1.8675144910812378
blood,8,6.429843425750732
blood,8,0.04200872778892517
blood,8,-0.4690820276737213
blood,8,-1.119478464126587
blood,8,10.664931297302246
blood,8,-12.0486421585083
blood,8,-8.327574729919434
blood,8,7.227756023406982
blood,8,-11.899588584899902
blood,8,12.456411361694336
blood,8,17.628028869628906
blood,8,12.237269401550293
blood,8,-46.90353012084961
blood,8,10.389472007751465
blood,8,-40.37684631347656
blood,8,18.889217376708984
blood,8,18.790193557739258
blood,8,-12.773604393005371
blood,8,-4.05809211730957
blood,8,-4.434206008911133
blood,8,-3.6874234676361084
blood,8,-1.9240180253982544
blood,8,-11.970438003540039
blood,8,7.1013641357421875
blood,8,-9.198028564453125
blood,8,26.047216415405273
blood,8,1.0154134035110474
blood,8,3.1227002143859863
blood,8,2.057791233062744
blood,8,4.993627548217773
blood,8,-0.919582724571228
blood,8,-7.673824310302734
blood,8,3.172349452972412
blood,8,3.2771363258361816
blood,8,13.460139274597168
blood,8,-9.030838966369629
blood,8,-3.568470001220703
blood,8,-8.78132438659668
blood,8,-2.549046516418457
blood,8,3.3331713676452637
blood,8,2.545949697494507
blood,8,18.54724884033203
blood,8,-14.944696426391602
blood,8,10.57975959777832
blood,8,-36.75234603881836
blood,8,-16.04941749572754
blood,8,18.16427230834961
blood,8,2.281346082687378
blood,8,19.00691032409668
blood,8,19.442832946777344
blood,8,2.2375011444091797
blood,8,-3.231795310974121
blood,8,-18.472686767578125
blood,8,-8.832806587219238
blood,8,8.674378395080566
blood,8,5.790454864501953
blood,8,-2.276492118835449
blood,8,16.839139938354492
blood,8,4.928535461425781
blood,8,-20.730945587158203
blood,8,-13.140890121459961
blood,8,8.503710746765137
blood,8,12.328778266906738
blood,8,7.964236736297607
blood,8,9.909951210021973
blood,8,-2.3327231407165527
blood,8,0.5319315791130066
blood,8,-0.2534773051738739
blood,8,12.544211387634277
blood,8,8.58968448638916
blood,8,-2.125126600265503
blood,8,0.1631574183702469
blood,8,22.224103927612305
blood,8,2.493624687194824
blood,8,2.5884265899658203
blood,8,-5.940075874328613
blood,8,-3.4798834323883057
blood,8,27.86328887939453
blood,8,-5.945154190063477
blood,8,19.129474639892578
blood,8,-0.583904504776001
blood,8,-0.5096606016159058
blood,8,5.5239691734313965
blood,8,0.4298631548881531
blood,8,18.398038864135742
blood,8,-5.342426300048828
blood,8,-9.280022621154785
blood,8,-10.341838836669922
blood,8,-1.3582555055618286
blood,8,2.044978380203247
blood,8,-7.51125431060791
blood,8,6.4098219871521
blood,8,6.524145603179932
blood,8,-22.311447143554688
blood,8,0.6430288553237915
blood,8,15.404004096984863
blood,8,-0.012147964909672737
blood,8,-2.2102773189544678
blood,8,-0.7041463851928711
blood,8,5.4670023918151855
blood,8,-9.451369285583496
blood,8,-5.599085807800293
blood,8,14.018519401550293
blood,8,2.744171380996704
blood,8,-9.155702590942383
blood,8,5.057679653167725
blood,8,-26.821828842163086
blood,8,13.649810791015625
blood,8,32.10084915161133
blood,8,-6.262453556060791
blood,8,7.428563117980957
blood,8,23.129207611083984
blood,8,-0.5987889766693115
blood,8,-0.15633389353752136
blood,8,3.9588048458099365
blood,8,-7.474212646484375
blood,8,17.748123168945312
blood,8,5.410194396972656
blood,8,29.551313400268555
blood,8,13.01033878326416
blood,8,1.3708256483078003
blood,8,26.44158935546875
blood,8,-5.719781398773193
blood,8,9.262091636657715
blood,8,2.101752519607544
blood,8,6.566888332366943
blood,8,-8.269956588745117
blood,8,-0.2220132052898407
blood,8,4.50533390045166
blood,8,29.934125900268555
blood,8,24.332866668701172
blood,8,-2.9792840480804443
blood,8,-11.965043067932129
blood,8,9.815359115600586
blood,8,1.135395884513855
blood,8,8.088322639465332
blood,8,-23.45416259765625
blood,8,-6.88325309753418
blood,8,-1.3299217224121094
blood,8,3.9747846126556396
blood,8,11.58912467956543
blood,8,1.0334608554840088
blood,8,6.681795120239258
blood,8,-17.397146224975586
blood,8,3.3854830265045166
blood,8,3.55906343460083
blood,8,-15.220953941345215
blood,8,30.010988235473633
blood,8,8.773329734802246
blood,8,7.339130401611328
blood,8,-2.886509656906128
blood,8,-3.017643451690674
blood,8,10.662497520446777
blood,8,-16.17009925842285
blood,8,26.318906784057617
blood,8,2.605377197265625
blood,8,-4.884997367858887
blood,8,-3.463826894760132
blood,8,10.399978637695312
blood,8,-1.5479227304458618
blood,8,12.095010757446289
blood,8,11.245129585266113
blood,8,1.8430360555648804
blood,8,-1.0468523502349854
blood,8,-15.080385208129883
blood,8,-2.230987787246704
blood,8,1.8037561178207397
blood,8,13.572432518005371
blood,8,6.1884942054748535
blood,8,8.16121768951416
blood,8,20.408662796020508
blood,8,14.760140419006348
blood,8,1.9215364456176758
blood,8,-7.087915420532227
blood,8,0.012449024245142937
blood,8,12.390846252441406
blood,8,13.050880432128906
blood,8,-11.384159088134766
blood,8,32.88469696044922
blood,8,-6.2906646728515625
blood,8,19.08363151550293
blood,8,-12.370077133178711
blood,8,-23.42609405517578
blood,8,3.3654448986053467
blood,8,-4.577584266662598
blood,8,0.5945103168487549
blood,8,-1.945587158203125
blood,8,-34.791629791259766
blood,8,5.87443733215332
blood,8,-1.9370996952056885
blood,8,-16.263612747192383
blood,8,-18.29657745361328
blood,8,3.393495559692383
blood,8,4.469989776611328
blood,8,-17.32325553894043
blood,8,-5.212097644805908
blood,8,5.441275596618652
blood,8,-10.102628707885742
blood,8,-11.81765079498291
blood,8,-10.046454429626465
blood,8,-3.182671546936035
blood,8,-8.725176811218262
blood,8,18.048667907714844
blood,8,17.796897888183594
blood,8,9.923791885375977
blood,8,2.9040486812591553
blood,8,16.850025177001953
blood,8,13.312559127807617
blood,8,6.890857219696045
blood,8,-7.957630157470703
blood,8,0.5980589389801025
blood,8,17.425329208374023
blood,8,-15.124984741210938
blood,8,7.452255725860596
blood,8,-5.652644634246826
blood,8,5.419782638549805
blood,8,16.826040267944336
blood,8,2.078336715698242
blood,8,-5.653260231018066
blood,8,-0.33820316195487976
blood,8,1.484046459197998
blood,8,7.279252052307129
blood,8,2.0923123359680176
blood,8,15.183586120605469
blood,8,-11.468648910522461
blood,8,-13.587011337280273
blood,8,3.598965883255005
blood,8,-5.230239391326904
blood,8,3.5217297077178955
blood,8,6.6528401374816895
blood,8,-10.005799293518066
blood,8,-5.378908634185791
blood,8,-12.28255558013916
blood,8,6.1198225021362305
blood,8,-1.67380952835083
blood,8,-6.220335960388184
blood,8,6.426093578338623
blood,8,5.470956325531006
blood,8,2.814960241317749
blood,8,2.065093755722046
blood,8,-22.781024932861328
blood,8,-14.727872848510742
blood,8,6.983726501464844
blood,8,7.987975597381592
blood,8,10.463761329650879
blood,8,-13.42653751373291
blood,8,-4.8298869132995605
blood,8,6.614467620849609
blood,8,5.958771228790283
blood,8,29.302963256835938
blood,8,3.7350263595581055
blood,8,2.7554500102996826
blood,8,15.612022399902344
blood,8,10.457036018371582
blood,8,-7.433631896972656
blood,8,0.015566518530249596
blood,8,0.999003529548645
blood,8,14.614459991455078
blood,8,-15.37248706817627
blood,8,-2.2753684520721436
blood,8,25.268070220947266
blood,8,13.069110870361328
blood,8,5.215334892272949
blood,8,-22.540145874023438
blood,8,1.4078394174575806
blood,8,-15.232976913452148
blood,8,0.8715881109237671
blood,8,0.6453809142112732
blood,8,-12.231074333190918
blood,8,-22.01907730102539
blood,8,-9.508541107177734
blood,8,22.88748550415039
blood,8,8.767926216125488
blood,8,-6.500119686126709
blood,8,-2.478670597076416
blood,8,-3.800222873687744
blood,8,9.692596435546875
blood,8,-14.972267150878906
blood,8,-19.19222068786621
blood,8,0.44484683871269226
blood,8,1.1748337745666504
blood,8,-6.0169878005981445
blood,8,-37.18336868286133
blood,8,15.617746353149414
blood,8,8.127884864807129
blood,8,-1.4623883962631226
blood,8,11.741132736206055
blood,8,4.736965656280518
blood,8,-22.257366180419922
blood,8,9.334562301635742
blood,8,2.87422776222229
blood,8,-12.033499717712402
blood,8,13.387874603271484
blood,8,8.407816886901855
blood,8,17.232864379882812
blood,8,7.651090621948242
blood,8,-30.701276779174805
blood,8,-3.4502391815185547
blood,8,-2.1412923336029053
blood,8,-4.898514747619629
blood,8,10.206089973449707
blood,8,4.337845325469971
blood,8,3.339752197265625
blood,8,-5.899437427520752
blood,8,5.650716781616211
blood,8,21.07849884033203
blood,8,1.2204344272613525
blood,8,0.28012412786483765
blood,8,20.453763961791992
blood,8,2.521014451980591
blood,8,11.589218139648438
blood,8,13.84317684173584
blood,8,-12.462190628051758
blood,8,9.362550735473633
blood,8,3.813579559326172
blood,8,-0.8083369731903076
blood,8,-4.08192253112793
blood,8,-2.1410374641418457
blood,8,-1.5940841436386108
blood,8,-13.576634407043457
blood,8,11.028008460998535
blood,8,15.47778606414795
blood,8,-4.044812202453613
blood,8,-7.073293209075928
blood,8,-1.4302006959915161
blood,8,-35.744171142578125
blood,8,8.431656837463379
blood,8,-7.925543785095215
blood,8,-5.404740810394287
blood,8,5.271217346191406
blood,8,3.614180564880371
blood,8,-5.416253566741943
blood,8,-7.5304975509643555
blood,8,16.38060760498047
blood,8,-1.5080381631851196
blood,8,-24.67498016357422
blood,8,-8.988597869873047
blood,8,-0.17702847719192505
blood,8,-1.5926932096481323
blood,8,2.7031543254852295
blood,8,13.363384246826172
blood,8,-13.26300048828125
blood,8,3.994473934173584
blood,8,3.8635504245758057
blood,8,5.304609775543213
blood,8,-15.265239715576172
blood,8,20.233821868896484
blood,8,-9.138946533203125
blood,8,13.880902290344238
blood,8,6.881390571594238
blood,8,-9.566756248474121
blood,8,-3.771148920059204
blood,8,10.92934513092041
blood,8,4.234838485717773
blood,8,-4.632951736450195
blood,8,-11.631730079650879
blood,8,-3.9647178649902344
blood,8,-7.176395893096924
blood,8,19.868064880371094
blood,8,-16.317556381225586
blood,8,15.293621063232422
blood,8,-20.273536682128906
blood,8,17.399635314941406
blood,8,-5.55548095703125
blood,8,1.3280881643295288
blood,8,12.638320922851562
blood,8,15.003193855285645
blood,8,0.5063943266868591
blood,8,20.729145050048828
blood,8,-21.624618530273438
blood,8,-19.5302677154541
blood,8,7.690406799316406
blood,8,18.779203414916992
blood,8,-2.3837971687316895
blood,8,-1.636877417564392
blood,8,8.60986614227295
blood,8,-4.476069927215576
blood,8,-11.451305389404297
blood,8,13.994635581970215
blood,8,1.6085165739059448
blood,8,-14.28742790222168
blood,8,-12.664976119995117
blood,8,-19.225351333618164
blood,8,-8.472302436828613
blood,8,-0.17528845369815826
blood,8,3.2519848346710205
blood,8,7.0617876052856445
blood,8,13.290826797485352
blood,8,-15.511817932128906
blood,8,9.16395378112793
blood,8,7.0810651779174805
blood,8,-16.193748474121094
blood,8,-14.493925094604492
blood,8,-19.429210662841797
blood,8,-12.428058624267578
blood,8,-26.838199615478516
blood,8,-11.2680025100708
blood,8,1.4680299758911133
blood,8,7.131193161010742
blood,8,5.053820610046387
blood,8,-8.649921417236328
blood,8,-6.371005535125732
blood,8,-11.069125175476074
blood,8,8.674840927124023
blood,8,8.5464506149292
blood,8,-2.3110172748565674
blood,8,-14.403661727905273
blood,8,-10.808564186096191
blood,8,-14.983699798583984
blood,8,12.156603813171387
blood,8,-7.754201412200928
blood,8,-4.408908843994141
blood,8,6.5949225425720215
blood,8,1.5493879318237305
blood,8,0.48542529344558716
blood,8,11.972647666931152
blood,8,13.697035789489746
blood,8,13.040827751159668
blood,8,8.3400239944458
blood,8,-24.012460708618164
blood,8,-14.693809509277344
blood,8,2.571021556854248
blood,8,-5.417540073394775
blood,8,8.677010536193848
blood,8,-2.3984534740448
blood,8,-12.002326011657715
blood,8,-4.779560565948486
blood,8,10.303221702575684
blood,8,3.3378593921661377
blood,8,-2.6507787704467773
blood,8,-7.564133644104004
blood,8,-14.857954025268555
blood,8,20.08810806274414
blood,8,-1.3872443437576294
blood,8,10.902631759643555
blood,8,-14.191560745239258
blood,8,-2.3332808017730713
blood,8,-3.2644474506378174
blood,8,16.765377044677734
blood,8,16.433164596557617
blood,8,-1.314713716506958
blood,8,-8.701923370361328
blood,8,12.085885047912598
blood,8,3.7175886631011963
blood,8,5.1014838218688965
blood,8,15.724610328674316
blood,8,18.000526428222656
blood,8,-4.540064811706543
blood,8,0.409776508808136
blood,8,16.84123992919922
blood,8,-3.3302178382873535
blood,8,19.44409942626953
blood,8,-2.181555986404419
blood,8,5.245030879974365
blood,8,24.018293380737305
blood,8,-15.985960006713867
blood,8,6.9326958656311035
blood,8,19.97829818725586
blood,8,5.366725444793701
blood,8,-2.311615228652954
blood,8,12.463004112243652
blood,8,-5.598494529724121
blood,8,-0.9545454978942871
blood,8,-0.4195331633090973
blood,8,-10.750286102294922
blood,8,-3.1560301780700684
blood,8,-8.41327953338623
blood,8,-10.866464614868164
blood,8,-5.050959587097168
blood,8,1.2396572828292847
blood,8,4.211456775665283
blood,8,1.039746880531311
blood,8,-17.245975494384766
blood,8,-35.3348274230957
blood,8,11.77164077758789
blood,8,-8.572835922241211
blood,8,-11.232407569885254
blood,8,2.1169979572296143
blood,8,-7.849573612213135
blood,8,0.6504123210906982
blood,8,16.342626571655273
blood,8,-19.3740234375
blood,8,3.5621161460876465
blood,8,11.52684497833252
blood,8,-3.208101272583008
blood,8,4.157644748687744
blood,8,-24.777475357055664
blood,8,-15.50890827178955
blood,8,5.2943220138549805
blood,8,-3.632596731185913
blood,8,-11.78877067565918
blood,8,-16.149160385131836
blood,8,-8.6858491897583
blood,8,-14.73392391204834
blood,8,-11.69376277923584
blood,8,-5.68464469909668
blood,8,0.1351090520620346
blood,8,-10.02879524230957
blood,8,-12.927294731140137
blood,8,-11.39832878112793
blood,8,16.855302810668945
blood,8,-15.859896659851074
blood,8,3.9323790073394775
blood,8,1.6131563186645508
blood,8,-10.201496124267578
blood,8,-10.021462440490723
blood,8,-16.316848754882812
blood,8,-9.417611122131348
blood,8,0.30868300795555115
blood,8,2.505450487136841
blood,8,0.2538036108016968
blood,8,-9.193032264709473
blood,8,-7.713387489318848
blood,8,3.169367551803589
blood,8,-21.055896759033203
blood,8,7.35350227355957
blood,8,2.1052026748657227
blood,8,3.0665266513824463
blood,8,8.189129829406738
blood,8,-1.1303077936172485
blood,8,12.290875434875488
blood,8,12.42335033416748
blood,8,-19.517005920410156
blood,8,-2.9361770153045654
blood,8,-12.442166328430176
blood,8,6.44088077545166
blood,8,1.1006592512130737
blood,8,-1.275040626525879
blood,8,15.705883979797363
blood,8,8.731596946716309
blood,8,-12.667860984802246
blood,8,-26.21657371520996
blood,8,-11.510011672973633
blood,8,-0.8153986930847168
blood,8,-0.9841989874839783
blood,8,0.5588027834892273
blood,8,-14.82729721069336
blood,8,-3.2462897300720215
blood,8,9.66149616241455
blood,8,22.26952362060547
blood,8,4.473869800567627
blood,8,-0.3642854690551758
blood,8,-1.9389171600341797
blood,8,12.803985595703125
blood,8,12.21239948272705
blood,8,3.3318867683410645
blood,8,-0.7894219160079956
blood,8,8.801529884338379
blood,8,-6.451427459716797
blood,8,3.936187505722046
blood,8,-7.785306453704834
blood,8,-2.543015480041504
blood,8,15.910303115844727
blood,8,-1.9467970132827759
blood,8,17.82459831237793
blood,8,9.427550315856934
blood,8,-25.07976722717285
blood,8,3.9774773120880127
blood,8,-22.616891860961914
blood,8,4.036157608032227
blood,8,6.84801721572876
blood,8,-8.085346221923828
blood,8,-14.550131797790527
blood,8,3.913299560546875
blood,8,1.8109990358352661
blood,8,5.497901916503906
blood,8,20.562185287475586
blood,8,-8.116164207458496
blood,8,8.108455657958984
blood,8,-8.756606101989746
blood,8,-12.983267784118652
blood,8,0.7817643880844116
blood,8,-21.922008514404297
blood,8,13.526494979858398
blood,8,28.66873550415039
blood,8,-9.412738800048828
blood,8,9.3619384765625
blood,8,-0.9513601064682007
blood,8,2.181065082550049
blood,8,-39.38999557495117
blood,8,-6.393952369689941
blood,8,31.819129943847656
blood,8,3.599926233291626
blood,8,11.988093376159668
blood,8,10.373470306396484
blood,8,6.343985557556152
blood,8,-1.939299464225769
blood,8,10.872146606445312
blood,8,-3.1457901000976562
blood,8,-6.554704666137695
blood,8,21.465925216674805
blood,8,3.7405688762664795
blood,8,9.115865707397461
blood,8,-2.582782506942749
blood,8,10.894635200500488
blood,8,-2.1642534732818604
blood,8,23.944093704223633
blood,8,-7.503736972808838
blood,9,-9.330889701843262
blood,9,-10.091629028320312
blood,9,-9.902997016906738
blood,9,2.5223095417022705
blood,9,1.0344713926315308
blood,9,-2.7150535583496094
blood,9,-5.438316345214844
blood,9,6.377225875854492
blood,9,-3.429226875305176
blood,9,1.0660724639892578
blood,9,11.004472732543945
blood,9,7.344660758972168
blood,9,-28.170217514038086
blood,9,4.006093978881836
blood,9,-13.556657791137695
blood,9,-9.856782913208008
blood,9,12.6300048828125
blood,9,0.38337910175323486
blood,9,1.630589246749878
blood,9,-1.017876386642456
blood,9,27.055513381958008
blood,9,-29.887184143066406
blood,9,6.519172191619873
blood,9,11.526297569274902
blood,9,12.566722869873047
blood,9,18.09674072265625
blood,9,-1.7290571928024292
blood,9,-15.354570388793945
blood,9,14.342512130737305
blood,9,9.05025577545166
blood,9,-15.88895034790039
blood,9,2.2347240447998047
blood,9,-22.841718673706055
blood,9,7.662513256072998
blood,9,-1.1142574548721313
blood,9,17.651243209838867
blood,9,0.8503432273864746
blood,9,19.917728424072266
blood,9,-2.6663506031036377
blood,9,-19.836931228637695
blood,9,13.020015716552734
blood,9,12.471827507019043
blood,9,12.867783546447754
blood,9,14.890775680541992
blood,9,2.503127336502075
blood,9,-25.41484832763672
blood,9,-5.027082920074463
blood,9,-5.85903263092041
blood,9,6.956476211547852
blood,9,-7.925922393798828
blood,9,-10.429701805114746
blood,9,11.198193550109863
blood,9,-4.663395881652832
blood,9,2.208285331726074
blood,9,18.7618350982666
blood,9,4.4828667640686035
blood,9,-2.059941530227661
blood,9,-7.451899528503418
blood,9,-2.303166151046753
blood,9,8.317715644836426
blood,9,9.367486000061035
blood,9,3.2571792602539062
blood,9,-5.210700988769531
blood,9,-10.454174041748047
blood,9,3.8463804721832275
blood,9,-2.2297356128692627
blood,9,-4.36030387878418
blood,9,-41.49728012084961
blood,9,4.783679008483887
blood,9,-8.376941680908203
