tissue,pc,score
blood,1,-21.532337188720703
blood,1,85.06476593017578
blood,1,71.71196746826172
blood,1,34.477134704589844
blood,1,-8.283348083496094
blood,1,26.42848014831543
blood,1,68.6314697265625
blood,1,60.17650604248047
blood,1,48.01384735107422
blood,1,97.65448760986328
blood,1,39.205745697021484
blood,1,-6.4521684646606445
blood,1,4.023196220397949
blood,1,54.00922393798828
blood,1,13.018817901611328
blood,1,80.55693817138672
blood,1,-69.4416275024414
blood,1,42.19148635864258
blood,1,35.02901077270508
blood,1,-74.27181243896484
blood,1,17.182857513427734
blood,1,-3.248584747314453
blood,1,-9.89166259765625
blood,1,-112.17244720458984
blood,1,-16.64762306213379
blood,1,-91.37388610839844
blood,1,-21.71086311340332
blood,1,-39.072471618652344
blood,1,49.308494567871094
blood,1,108.06230163574219
blood,1,7.541084289550781
blood,1,-44.88169479370117
blood,1,84.0602798461914
blood,1,-8.44218635559082
blood,1,-105.11593627929688
blood,1,-56.58134460449219
blood,1,22.91097068786621
blood,1,-0.27178484201431274
blood,1,-56.06066131591797
blood,1,-30.655073165893555
blood,1,38.520748138427734
blood,1,3.9783072471618652
blood,1,-106.14649200439453
blood,1,87.976806640625
blood,1,92.7214126586914
blood,1,-43.61846923828125
blood,1,46.373207092285156
blood,1,-41.0612907409668
blood,1,50.06854248046875
blood,1,-30.598615646362305
blood,1,-4.5145063400268555
blood,1,24.05441665649414
blood,1,-6.230225086212158
blood,1,-34.146636962890625
blood,1,44.14491271972656
blood,1,64.41691589355469
blood,1,-32.498138427734375
blood,1,22.79709815979004
blood,1,31.715938568115234
blood,1,-133.91539001464844
blood,1,82.85138702392578
blood,1,-74.0439224243164
blood,1,103.98329162597656
blood,1,-15.3078031539917
blood,1,26.53741455078125
blood,1,20.327056884765625
blood,1,-2.755876064300537
blood,1,-39.67988204956055
blood,1,-55.245574951171875
blood,1,32.64363479614258
blood,1,-36.38854217529297
blood,1,-51.833988189697266
blood,1,34.033592224121094
blood,1,70.04325103759766
blood,1,20.8261775970459
blood,1,9.094217300415039
blood,1,-20.925636291503906
blood,1,24.08136749267578
blood,1,22.9082088470459
blood,1,74.84178161621094
blood,1,115.86363220214844
blood,1,-66.59294128417969
blood,1,-13.999497413635254
blood,1,-45.71309280395508
blood,1,102.78927612304688
blood,1,-27.074201583862305
blood,1,113.36565399169922
blood,1,-40.622154235839844
blood,1,-13.189065933227539
blood,1,-57.066646575927734
blood,1,118.69268798828125
blood,1,-25.26879119873047
blood,1,-13.39933967590332
blood,1,44.952491760253906
blood,1,109.1240463256836
blood,1,-47.68183517456055
blood,1,96.58688354492188
blood,1,-52.223934173583984
blood,1,-38.42466354370117
blood,1,65.17463684082031
blood,1,73.9720458984375
blood,1,97.76603698730469
blood,1,33.98744583129883
blood,1,-1.6874927282333374
blood,1,-67.11830139160156
blood,1,-30.486337661743164
blood,1,40.07736587524414
blood,1,-104.15573120117188
blood,1,-13.14723014831543
blood,1,-20.459936141967773
blood,1,74.02413177490234
blood,1,-82.31341552734375
blood,1,-51.150325775146484
blood,1,-13.718481063842773
blood,1,-56.86865997314453
blood,1,68.26168060302734
blood,1,-45.48398971557617
blood,1,-33.28676223754883
blood,1,-59.433319091796875
blood,1,0.05406254902482033
blood,1,-39.45405960083008
blood,1,-12.05545425415039
blood,1,-31.88889503479004
blood,1,-139.09103393554688
