rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Glycolytic Process (GO:0006096),3.115053684905673e-10,39.24404761904762,859.036683068409,GPI;LDHA;TPI1;PKM;PGAM1;PGK1;ENO1;GAPDH,5.055732130601907e-07,0,0,PC5,pos,GO_Biological_Process_2023
2,Carbohydrate Catabolic Process (GO:0016052),6.258000136958335e-09,24.958333333333332,471.44807069661766,GPI;LDHA;TPI1;PKM;PGAM1;PGK1;ENO1;GAPDH,5.078367111141689e-06,0,0,PC5,pos,GO_Biological_Process_2023
3,Pyruvate Metabolic Process (GO:0006090),3.255912350095e-08,19.601190476190474,337.92860508469624,GPI;LDHA;TPI1;PKM;PGAM1;PGK1;ENO1;GAPDH,1.761448581401395e-05,0,0,PC5,pos,GO_Biological_Process_2023
4,Gluconeogenesis (GO:0006094),1.5377155419858243e-05,18.77777777777778,208.10711759419502,GPI;TPI1;PGAM1;PGK1;ENO1,0.006239280811607482,0,0,PC5,pos,GO_Biological_Process_2023
5,Hexose Biosynthetic Process (GO:0019319),2.419294457456146e-05,16.897435897435898,179.61044178472525,GPI;TPI1;PGAM1;PGK1;ENO1,0.00785302980890265,0,0,PC5,pos,GO_Biological_Process_2023
6,Protein Localization (GO:0008104),5.570877299653778e-05,4.002879473467709,39.20969719245613,TMED9;ARF1;WIPI1;RAB20;GRPEL1;SUMO1;RRAGD;TIMM17B;STX5;ROMO1;VPS35;MAPRE1;SIL1,0.014274391488755003,0,0,PC5,pos,GO_Biological_Process_2023
7,Negative Regulation Of Protein Localization To Nucleus (GO:1900181),6.16354107697523e-05,22.428571428571427,217.428716911634,SUMO1;CTNNA1;CHP1;LILRB4,0.014274391488755003,0,0,PC5,pos,GO_Biological_Process_2023
8,Establishment Of Protein Localization To Mitochondrion (GO:0072655),7.524121289207404e-05,12.992110453648916,123.35763887867834,BCAP31;GRPEL1;TIMM17B;ROMO1;MFF,0.014274391488755003,0,0,PC5,pos,GO_Biological_Process_2023
9,Endothelial Tube Morphogenesis (GO:0061154),7.91555905106562e-05,50.23857868020305,474.45791686900793,CSNK2B;RBPJ;RHOA,0.014274391488755003,0,0,PC5,pos,GO_Biological_Process_2023
10,Intracellular Protein Transport (GO:0006886),0.0001110226685111463,3.9739650601590646,36.18603629227992,TMED9;ARF1;RAB20;ATP6AP1;GRPEL1;APLP2;TIMM17B;STX5;CHP1;ROMO1;VPS35;SIL1,0.018013092264017313,0,0,PC5,pos,GO_Biological_Process_2023
11,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),0.00012208503690954434,18.346938775510203,165.32046257631316,FCER1G;CTSL;IFI30;CTSD,0.018013092264017313,0,0,PC5,pos,GO_Biological_Process_2023
12,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),0.00016460907121433117,16.816326530612244,146.50278000651662,FCER1G;CTSL;IFI30;CTSD,0.02226337688173829,0,0,PC5,pos,GO_Biological_Process_2023
13,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),0.00024710303456243254,14.945578231292517,124.13356629968176,FCER1G;CTSL;IFI30;CTSD,0.030333649173573587,0,0,PC5,pos,GO_Biological_Process_2023
14,Regulation Of ERBB Signaling Pathway (GO:1901184),0.00026165809515097364,30.13705583756345,248.5846578261998,CEACAM1;RHBDF2;RBPJ,0.030333649173573587,0,0,PC5,pos,GO_Biological_Process_2023
15,Glucose Metabolic Process (GO:0006006),0.00030724672721336934,9.376068376068377,75.83232332652554,GPI;TPI1;PGAM1;PGK1;ENO1,0.03116633989170615,0,0,PC5,pos,GO_Biological_Process_2023
