rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Alzheimer disease,3.566109935201301e-08,5.480135249366018,93.97996499072045,PSENEN;NDUFA13;MAP2K2;NDUFB7;NDUFA11;NDUFB10;BAD;PSMD13;ADRM1;ARAF;COX5B;COX6B1;PSMD8;PSMB4;CDK5;ATG101;NDUFS6;UQCRC1,6.098047989194225e-06,0,0,PC3,neg,KEGG_2021_Human
2,Huntington disease,8.208853552211275e-08,5.8500749625187405,95.44670775184679,NDUFA13;NDUFB7;NDUFA11;NDUFB10;PSMD13;ADRM1;COX5B;COX6B1;PSMD8;PSMB4;ATG101;NDUFS6;UQCRC1;POLR2E;POLR2F;POLR2L,7.0185697871406395e-06,0,0,PC3,neg,KEGG_2021_Human
3,Parkinson disease,2.2575736531988186e-07,6.266529398307023,95.90174405864904,NDUFA13;NDUFB7;NDUFA11;NDUFB10;PSMD13;ADRM1;COX5B;UBE2L3;COX6B1;TXN2;PSMD8;PSMB4;NDUFS6;UQCRC1,1.2868169823233266e-05,0,0,PC3,neg,KEGG_2021_Human
4,Prion disease,6.864688179860347e-07,5.678872420807905,80.59288232463221,NDUFA13;NDUFB7;NDUFA11;NDUFB10;BAD;PSMD13;ADRM1;CYBA;COX5B;COX6B1;PSMD8;PSMB4;NDUFS6;UQCRC1,2.9346541968902984e-05,0,0,PC3,neg,KEGG_2021_Human
5,Pathways of neurodegeneration,1.4645308343674689e-06,4.186091807536009,56.235855270302395,NDUFA13;MAP2K2;NDUFB7;NDUFA11;NDUFB10;BAD;PSMD13;ADRM1;ARAF;COX5B;UBE2L3;COX6B1;PSMD8;PSMB4;CDK5;ATG101;NDUFS6;UQCRC1,5.008695453536744e-05,0,0,PC3,neg,KEGG_2021_Human
6,Amyotrophic lateral sclerosis,4.15541675302356e-06,4.518934407186556,55.99455834088574,NDUFA13;NDUFB7;NDUFA11;NDUFB10;BAD;PSMD13;ADRM1;COX5B;COX6B1;PSMD8;PSMB4;ATG101;NDUFS6;UQCRC1;PFN1,0.00011842937746117148,0,0,PC3,neg,KEGG_2021_Human
7,Diabetic cardiomyopathy,6.55693466309227e-06,5.943783068783069,70.93897568466866,PTPA;NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1;CYBA;COX5B;COX6B1;PPP1CA,0.00016017654676982543,0,0,PC3,neg,KEGG_2021_Human
8,Oxidative phosphorylation,5.8574779330946706e-05,6.558333333333334,63.91231158552741,NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1;COX5B;COX6B1,0.001252035908198986,0,0,PC3,neg,KEGG_2021_Human
9,Proteasome,9.34439910541812e-05,12.357098186366478,114.65098986831539,PSMD8;PSMB4;PSMD13;ADRM1;PSMB10,0.0017754358300294429,0,0,PC3,neg,KEGG_2021_Human
10,Thermogenesis,0.0001196511295564287,4.6415362731152205,41.91739058204341,NDUFA13;SMARCD2;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1;SIRT6;COX5B;COX6B1,0.002046034315414931,0,0,PC3,neg,KEGG_2021_Human
11,Non-alcoholic fatty liver disease,0.00017057927681723105,5.570578231292517,48.33206585685107,NDUFA13;NDUFB7;NDUFA11;NDUFB10;NDUFS6;UQCRC1;COX5B;COX6B1,0.0026517323941587737,0,0,PC3,neg,KEGG_2021_Human
12,RNA polymerase,0.0036027345500000223,10.753444525018129,60.49954695168429,POLR2E;POLR2F;POLR2L,0.05133896733750032,0,0,PC3,neg,KEGG_2021_Human
13,Renal cell carcinoma,0.005054747990012165,6.196232339089482,32.76212791134876,MAP2K2;BAD;PRCC;ARAF,0.06648937740708309,0,0,PC3,neg,KEGG_2021_Human
14,Insulin signaling pathway,0.012285432640016485,3.8205128205128207,16.807738908917543,MAP2K2;BAD;PHKG2;ARAF;PPP1CA,0.15005778438877276,0,0,PC3,neg,KEGG_2021_Human
15,Spinocerebellar ataxia,0.01456134807965208,3.653288740245262,15.451163329551344,PSMD8;PSMB4;PSMD13;ATG101;ADRM1,0.16599936810803373,0,0,PC3,neg,KEGG_2021_Human
