,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
AGE_mid,0.11041616764165448,-0.356725882029492,0.1817088743574144,-0.07044816462293954,0.11796761903170695,0.05198159411584613,0.010879529911155808,0.11582494409410465,-0.048349796950407205,-0.01705916494996091,-0.11800714653550223,-0.026154694082724427,0.030311043624854296,0.0397229734438475,-0.11934828752045873,-0.032720980852743324,-0.08267054572793026,0.11364828176597515,0.06224034229158941,-0.06520373683495935,0.04241236121121303,-0.027626545609634064,0.0495618773836665,0.005613664293573045,-0.016138289731286035,0.08804213115913734,0.008668362312345785,-0.0033371594893732,-0.0180992609974199,-0.052393308837735734,-0.08005596153340826,-0.0255719343855452,0.013176484959549557,0.03650746761560657,0.014067841009485172,-0.018410567188187853,-0.04812791541402071,-0.05330886073018345,0.006721843515606905,-0.011497529546209806,-0.019684997983162006,-0.05074251165226721,-0.0479810181063452,-0.00016486654462327622,0.025028148180834445,0.11846609674486444,-0.08991966350196415,0.05663832427960382,-0.020997896434175812,0.009757476318502763
DTHHRDY,0.30888305656098836,-0.6640011826269874,0.2819139457244925,-0.07805539902269125,0.1351940845239516,-0.06850757337398644,0.0295643159575063,0.06976944730494662,-0.01888216053718067,-0.03719400485836534,-0.07034996976451142,-0.07560633429764226,-0.03093085471295305,-0.04941489042630002,-0.055507828079365475,0.03537966547207333,0.01601003142897978,0.003039644332991029,-0.007700373575774531,0.053740196150361824,-0.019745557237490705,-0.017158728555425228,-0.011291263494348123,-0.027078140083863157,0.01050920499809712,0.036233574296555784,-0.028058549401343932,-0.010447588021651133,0.04130374604362446,0.002457454718102223,-0.007383871592274692,-0.018865922715407178,-0.01308918885545841,0.00800668286981388,0.04543141931419771,-0.05004378749847718,-0.01972636462010234,-0.004989023300526192,0.008049595176771203,-0.02873597018132502,-0.013693187030642335,0.021952166072819964,-0.026724296531927618,0.07308055331947312,-0.00084902934548541,0.025825442284239067,0.0046791086136723625,0.02311428176650728,-0.004345474237249576,-0.02959246784049757
SMRIN,0.21250589594104724,0.4603053536937286,0.19070467789535211,-0.043273184245491134,-0.1511557543053174,0.13523124504923012,-0.05200083430642047,0.035568477650698364,0.05455444106179156,0.04276801595313038,-0.008872333451594456,-0.11849721627530437,0.09874442509475256,-0.0644721598521428,-0.11254611876684073,0.023400134782149227,-0.11347542105492278,-0.13504981961594958,0.12003566173328727,0.03801959405550371,0.0780924628845514,-0.07201516898540025,0.025475515090170788,-0.08985474123414529,-0.17095473979007916,-0.049327270812800944,-0.03703400731893286,0.051138764853263116,0.029139339260757013,0.023210138525165187,0.06994532085993158,-0.0361942869554598,0.04373303967153296,0.029840383928664307,0.0022532915876049566,0.0052022580307021435,0.11765785544570792,-0.007372996001092328,0.06012849191450184,0.06719393567882805,-0.035603398828196776,0.0013296606564796327,-0.03841642667233719,0.002046768370164179,-0.0074989604344401295,-0.003811349038663195,-0.04596361103771002,-0.07113692050779577,-0.026911447001853987,-0.003719366355587842
SMTSISCH,0.37439750314167847,-0.6522872017674881,0.29447171431064995,-0.0792305255000531,0.15239374052440507,-0.09418145588992427,-0.016967943802973406,0.07524504962599213,-0.03552261348282191,-0.01709308766040753,-0.0543100608916367,-0.0666881568391848,-0.035839965742479836,-0.08502625999077058,-0.005826114257221665,0.012800626193999411,0.008779492762673476,-0.07514726290769139,-0.057846227929883184,-0.05966207132289275,-0.05808847498365957,-0.03966557296575699,-0.09916868478750475,0.018502671043360168,0.012696227478325054,-0.012562511638581549,-0.02060496741544409,-0.041308170220439255,0.03422576465508967,0.017518522462847966,0.06480849586438155,0.0518866221685432,-0.01898522878025351,-0.0006989707723598927,0.0002194946985281914,-0.029561827007665197,-0.004870161122652731,0.011503127973667968,-0.017534414870821014,0.015024418017823785,0.045275108887577756,-0.005056312462996758,-0.004790828961307335,0.044309875342409405,-0.01132813437889194,0.03926028114102978,0.02064721335580632,0.018387173617808648,0.0685836039577176,-0.04572052136779709
SMRDLGTH,-0.0051942193164011795,-0.042040760568960944,-0.016141821152647562,0.025916594893025377,-0.029429376790637146,0.026891264936604604,-0.044634141741396266,-0.0696175185796445,-0.04414746468768288,0.01961402835222554,0.021959903866654754,0.03953664373219996,-0.009964597530368324,-0.018512260808589122,-0.004800315761435318,-0.017822381280668678,0.007765448896936974,-0.02822518554980192,0.01965855085871667,-0.0018384724663147783,-0.0321814379307884,0.02282973766342235,0.02586757627134672,0.011009779819449513,0.0691025488986535,-0.0715531509985483,-0.006707984537099611,-0.01720169806209775,0.05531833702446113,-0.05440573530273899,0.0015410708958617104,-0.05084470241287083,-0.04685807383903203,-0.007560162857155212,0.03816445130923563,0.008382622952434712,0.07807525955411473,0.06727241069463755,0.03975355387466167,0.006605670501246842,-0.009209359840209666,0.007115157114935982,-0.07762060361344422,0.04074291853860988,-0.018612271956175108,0.04628969908252088,-0.006208257783207786,0.006506317321737076,0.05460477064579663,0.0602206378377111
