rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Ribosome Biogenesis (GO:0042254),5.57027972664073e-09,9.623936130149882,182.91080320946273,NOM1;NOP14;NOP58;NPM1;NVL;DDX31;DDX10;NOLC1;NOL6;BMS1;EXOSC9;EXOSC2;METTL17,6.227572734384336e-06,0,0,PC1,pos,GO_Biological_Process_2023
2,rRNA Metabolic Process (GO:0016072),2.5391799179538538e-08,12.812865497076023,224.08214926413058,EXOSC6;NOP14;NOP58;NVL;EXOSC9;DIS3L;DDX10;NOLC1;EXOSC2;NOL6,1.4194015741362042e-05,0,0,PC1,pos,GO_Biological_Process_2023
3,Ribonucleoprotein Complex Biogenesis (GO:0022613),2.917749029000486e-06,8.512368509534559,108.4875669354838,NOM1;NOP14;NOP58;NPM1;NVL;BMS1;DDX31;METTL17;NOL6,0.0008956646223769245,0,0,PC1,pos,GO_Biological_Process_2023
4,Chromatin Organization (GO:0006325),3.2045245881106422e-06,5.328405158854986,67.40937026298714,NPM1;PHF10;KDM2B;ACTR5;NUCKS1;NAP1L1;CHD1L;BAZ1B;MTA1;SART3;GATAD1;BRD9;RBBP7,0.0008956646223769245,0,0,PC1,pos,GO_Biological_Process_2023
5,ncRNA Processing (GO:0034470),7.36601339161234e-06,8.92572463768116,105.48987198054958,NOP14;NOP58;NVL;EXOSC9;DDX10;NOLC1;EXOSC2;NOL6,0.001477960464858948,0,0,PC1,pos,GO_Biological_Process_2023
6,rRNA Processing (GO:0006364),7.93180929262405e-06,8.829301075268818,103.69686890512851,NOP14;NOP58;NVL;EXOSC9;DDX10;NOLC1;EXOSC2;NOL6,0.001477960464858948,0,0,PC1,pos,GO_Biological_Process_2023
7,RNA Processing (GO:0006396),1.6126729064270927e-05,5.971098265895954,65.89126325909206,TCERG1;EXOSC6;PDCD7;HNRNPH1;EXOSC9;DIS3L;THOC1;HNRNPR;SRSF7;EXOSC2,0.002238176796452306,0,0,PC1,pos,GO_Biological_Process_2023
8,Chromatin Remodeling (GO:0006338),1.9535586583141508e-05,5.252310243093653,56.95223280984118,NPM1;MTA1;SART3;PHF10;KDM2B;ACTR5;GATAD1;BRD9;CHD1L;RBBP7;BAZ1B,0.002238176796452306,0,0,PC1,pos,GO_Biological_Process_2023
9,Ribosomal Small Subunit Biogenesis (GO:0042274),2.126902670716105e-05,9.290155440414507,99.94589548665707,NOM1;NOP14;NOP58;NPM1;BMS1;METTL17;NOL6,0.002238176796452306,0,0,PC1,pos,GO_Biological_Process_2023
10,RNA Catabolic Process (GO:0006401),2.2021417496400147e-05,11.976349302607641,128.42832253074832,EXOSC6;RNASEH2B;EXOSC9;DIS3L;METTL16;EXOSC2,0.002238176796452306,0,0,PC1,pos,GO_Biological_Process_2023
11,Post-Transcriptional Regulation Of Gene Expression (GO:0010608),2.2021417496400147e-05,11.976349302607641,128.42832253074832,ZC3H7B;ELP1;NOLC1;METTL16;GCN1;METAP1,0.002238176796452306,0,0,PC1,pos,GO_Biological_Process_2023
12,rRNA Catabolic Process (GO:0016075),3.343535939158139e-05,26.918367346938776,277.4179092680899,EXOSC6;EXOSC9;DIS3L;EXOSC2,0.003115060983315666,0,0,PC1,pos,GO_Biological_Process_2023
13,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",5.082545165940558e-05,23.74909963985594,234.8100391955592,NOP14;EXOSC9;URB1;EXOSC2,0.004370988842708879,0,0,PC1,pos,GO_Biological_Process_2023
14,Nucleobase-Containing Compound Catabolic Process (GO:0034655),7.524121289207404e-05,12.992110453648916,123.35763887867834,EXOSC6;RNASEH2B;EXOSC9;DIS3L;EXOSC2,0.006008548286667055,0,0,PC1,pos,GO_Biological_Process_2023
15,RNA Metabolic Process (GO:0016070),0.00012710940148194603,6.868872060581905,61.616958641429406,EXOSC6;RNASEH2B;HNRNPH1;EXOSC9;DIS3L;THOC1;EXOSC2,0.009473887390454377,0,0,PC1,pos,GO_Biological_Process_2023
