rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Fluid shear stress and atherosclerosis,0.002772993428717566,4.573366405704984,26.927194238518634,GSTM2;GSTO2;NOS3;IL1B;PDGFB;PIK3R2,0.4587469573339152,0,0,241,neg,KEGG_2021_Human
2,Graft-versus-host disease,0.00849123527188726,7.716126513080828,36.79605293636041,HLA-DRB5;IL1B;HLA-DQB1,0.4587469573339152,0,0,241,neg,KEGG_2021_Human
3,Type I diabetes mellitus,0.009061882822613368,7.522842639593908,35.3850321555175,HLA-DRB5;IL1B;HLA-DQB1,0.4587469573339152,0,0,241,neg,KEGG_2021_Human
