rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,IL-6/JAK/STAT3 Signaling,0.011332124720651236,4.848045242193263,21.71979386421627,PTPN1;SOCS1;IL2RA;ACVR1B,0.14719291242741164,0,0,20,pos,MSigDB_Hallmark_2020
2,Interferon Gamma Response,0.015493990781832804,3.1256244021681368,13.025424015927582,PTPN1;SOCS1;IRF4;SSPN;TXNIP;IRF8,0.14719291242741164,0,0,20,pos,MSigDB_Hallmark_2020
3,p53 Pathway,0.015493990781832804,3.1256244021681368,13.025424015927582,SOCS1;TCN2;ZBTB16;VWA5A;TXNIP;ACVR1B,0.14719291242741164,0,0,20,pos,MSigDB_Hallmark_2020
