rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,"Growth hormone synthesis, secretion and action",0.0012624753129743145,5.388285740352158,35.96508819013522,IRS1;GNA11;FOS;JUNB;GNAI1;ATF4,0.26133238978568313,0,0,86,neg,KEGG_2021_Human
2,"Parathyroid hormone synthesis, secretion and action",0.004264616976171701,5.001015486164001,27.292556458953126,EGR1;GNA11;FOS;GNAI1;ATF4,0.35388997066052685,0,0,86,neg,KEGG_2021_Human
3,Cholinergic synapse,0.005586013933602578,4.6752136752136755,24.25262099525128,GNB2;GNA11;FOS;GNAI1;ATF4,0.35388997066052685,0,0,86,neg,KEGG_2021_Human
