rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library,var_explained,cum_var
3,Type II Interferon Signaling WP619,2.196812059205354e-12,38.54385964912281,1034.671903042518,OAS1;STAT1;STAT2;IFI6;TAP1;EIF2AK2;ISG15;GBP1;IRF9;IFIT2,1.53044573457973e-10,0,0,29,pos,WikiPathway_2023_Human,0.0022599855,0.85293734
1,STAT2 human,0.0001532027194343,37.6751269035533,330.92884130781977,STAT1;PML;IFIT3,0.004663641540281,0,0,29,pos,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
2,STAT1 human,0.0001972820169705,7.819984139571768,66.71131732122619,STAT2;IRF7;TAP1;XAF1;IFIT3;PML,0.004663641540281,0,0,29,pos,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
3,CREB5 human,0.0002027670234904,33.48730964467005,284.75776049641166,LGALS3BP;STAT1;MX1,0.004663641540281,0,0,29,pos,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
1,Defense Response To Virus (GO:0051607),1.7987956367659275e-27,21.79911209766925,1342.4477480950425,IFIT5;IFI6;NLRC5;IFIT1;DDX60;USP18;IFI44L;IFIT3;IFIT2;OASL;IFIH1;TRIM5;DHX58;AZI2;GBP2;RSAD2;STAT1;MX2;STAT2;MX1;EIF2AK2;ISG15;PML;BST2;NT5C3A;IFI27;OAS1;OAS2;OAS3;IRF7,2.0884017342852414e-24,0,0,29,pos,GO_Biological_Process_2023,0.0022599855,0.85293734
2,Defense Response To Symbiont (GO:0140546),1.695597144261176e-26,25.38255386232265,1506.1798675562095,IFIT5;IFI6;NLRC5;IFIT1;DDX60;IFI44L;IFIT3;IFIT2;OASL;IFIH1;TRIM5;AZI2;GBP2;RSAD2;STAT1;MX2;STAT2;MX1;EIF2AK2;ISG15;BST2;NT5C3A;IFI27;OAS1;OAS2;OAS3;IRF7,9.842941422436128e-24,0,0,29,pos,GO_Biological_Process_2023,0.0022599855,0.85293734
3,Negative Regulation Of Viral Process (GO:0048525),2.770205963208797e-17,34.81903642773208,1327.476631097766,RSAD2;STAT1;MX1;IFIT5;EIF2AK2;LARP7;ISG15;ZC3HAV1;IFIT1;OASL;IFIH1;BST2;OAS1;OAS2;OAS3,1.0720697077618044e-14,0,0,29,pos,GO_Biological_Process_2023,0.0022599855,0.85293734
1,Macrocytic anemia (HP:0001972),1.6656535057692438e-06,19.722979714000665,262.4200242351339,RPS17;RPS7;ANKRD11;RPL11;RPL26;RPS24,0.0005729848059846,0,0,29,pos,Human_Phenotype_Ontology,0.0022599855,0.85293734
2,Depressed nasal ridge (HP:0000457),1.4197221292804398e-05,9.937823834196893,110.93060373026287,EDAR;RPS17;RPS7;RPL11;KCNAB2;RPL26;RPS24,0.0024419220623623,0,0,29,pos,Human_Phenotype_Ontology,0.0022599855,0.85293734
3,Thick lower lip vermilion (HP:0000179),5.407547322587116e-05,7.94300518134715,78.04105718582815,EDAR;RPS17;RPS7;ANKRD11;RPL11;RPL26;RPS24,0.0057820615580051,0,0,29,pos,Human_Phenotype_Ontology,0.0022599855,0.85293734
1,Interferon Alpha/Beta Signaling R-HSA-909733,6.953187812150441e-29,52.37783927130174,3395.957407282046,RSAD2;STAT1;MX2;STAT2;MX1;IFIT5;IFI6;ISG15;IFI35;IFIT1;USP18;IFIT3;IFIT2;OASL;BST2;IFI27;OAS1;OAS2;OAS3;IRF7;GBP2;XAF1;IRF9,3.6504236013789824e-26,0,0,29,pos,Reactome_2022,0.0022599855,0.85293734
2,Interferon Signaling R-HSA-913531,4.888253113827215e-28,21.30741220545499,1339.9282844918898,IFIT5;IFI6;UBE2L6;IFI35;IFIT1;USP18;IFIT3;IFIT2;OASL;HERC5;TRIM5;GBP2;B2M;GBP1;TRIM22;RSAD2;STAT1;STAT2;MX2;MX1;EIF2AK2;ISG15;PML;BST2;IFI27;OAS1;OAS2;OAS3;IRF7;XAF1;IRF9,1.283166442379644e-25,0,0,29,pos,Reactome_2022,0.0022599855,0.85293734
3,Eukaryotic Translation Elongation R-HSA-156842,9.289277723334945e-19,27.0989010989011,1125.1533099922822,RPL21;RPS7;RPL31;RPL34;RPL23;RPL11;RPL36A;RPS3A;RPL9;RPL6;RPL7;EEF1B2;RPS17;EEF1D;RPL26;RSL24D1;RPL26L1;RPS24,1.625623601583615e-16,0,0,29,pos,Reactome_2022,0.0022599855,0.85293734
1,IRF1 21803131 ChIP-Seq MONOCYTES Human,5.566634506594817e-17,11.126351735913488,416.4277013233463,OGFR;SAMD9;NLRC5;UBE2L6;IFI35;IFIT1;DDX60;IFIT3;IFIT2;APOL6;TRIM5;DHX58;EPSTI1;APOL1;GBP1;B2M;SP110;IFI44;TAP1;ISG15;FBXL16;PARP9;PARP10;BST2;OAS3,4.046943286294432e-14,0,0,29,pos,ChEA_2022,0.0022599855,0.85293734
2,IRF8 22096565 ChIP-ChIP GC-B Human,7.437708874966636e-16,15.761081354645524,549.0340952336837,SAMD9;MX2;STAT2;IFIT5;TAP1;UBE2L6;IFI35;ZC3HAV1;IFIT3;IFIT2;RUNX1;IFIH1;PSMA3;APOL6;OAS1;OAS3;EPSTI1;AZI2;APOL1,2.703607176050372e-13,0,0,29,pos,ChEA_2022,0.0022599855,0.85293734
3,IRF1 21803131 ChIP-Seq PrimaryMonocytes Human Connective,4.4478024373222046e-14,22.85277088502895,702.5805870352134,SAMD9;RHBDF2;IFI6;TAP1;UBE2L6;IFI35;DDX60;IFIT3;IFIT2;PARP10;APOL6;APOL1;B2M;HERC6,1.0778507906444144e-11,0,0,29,pos,ChEA_2022,0.0022599855,0.85293734
1,RNA Binding (GO:0003723),9.112146567892472e-12,3.8032562414420497,96.68414691598748,RPL31;RPL34;RPL11;IFIT5;ZC3HAV1;IFIT1;ZCCHC17;DDX60;RPL9;RPL6;IFIT2;RPL7;OASL;HERC5;HELZ2;IFIH1;MRPL3;RPS17;MRPL40;SNRPD1;DHX58;MYO18A;RPL17;RPL21;RPS7;LARP7;DNTTIP2;EIF2AK2;RPS3A;PARP12;LSM3;NAP1L4;BST2;RSL1D1;OAS1;OAS2;SARNP;SUB1;OAS3;MYH9;RPL26;PPIG;RPS24;RPL26L1,1.968223658664774e-09,0,0,29,pos,GO_Molecular_Function_2023,0.0022599855,0.85293734
2,Double-Stranded RNA Binding (GO:0003725),2.692835556907643e-07,14.432017543859647,218.3203584146422,IFIH1;OAS1;OAS2;OAS3;DHX58;EIF2AK2;DDX60;OASL,2.9082624014602544e-05,0,0,29,pos,GO_Molecular_Function_2023,0.0022599855,0.85293734
3,Ubiquitin Ligase Inhibitor Activity (GO:1990948),3.3473033797170354e-05,75.36548223350253,776.6239908457204,RPS7;RPL11;RPL17,0.0024100584333962,0,0,29,pos,GO_Molecular_Function_2023,0.0022599855,0.85293734
1,Coronavirus disease,1.6041653432459493e-23,16.371762740183794,859.3023133469684,RPL31;RPL34;RPL11;RPL36A;RPL9;RPL6;RPL7;IFIH1;RPS17;IRAK1;RPL17;RPL21;RPS7;STAT1;RPL23;MX2;STAT2;MX1;EIF2AK2;ISG15;RPS3A;OAS1;OAS2;OAS3;RPL26;RSL24D1;RPS24;RPL26L1;IRF9,2.037289985922356e-21,0,0,29,pos,KEGG_2021_Human,0.0022599855,0.85293734
2,Ribosome,1.9831373785243306e-15,14.847927183115386,502.6631562618881,RPL21;RPS7;RPL31;RPL34;RPL23;RPL11;RPL36A;RPS3A;RPL9;RPL6;RPL7;MRPS18C;MRPL3;RPS17;RPL26;RSL24D1;RPL17;RPS24;RPL26L1,1.25929223536295e-13,0,0,29,pos,KEGG_2021_Human,0.0022599855,0.85293734
3,Hepatitis C,6.510695126503347e-09,9.489304812834224,178.87168392878485,RSAD2;STAT1;MX2;STAT2;MX1;EIF2AK2;IFIT1;RXRA;OAS1;OAS2;OAS3;IRF7;IRF9,2.756194270219751e-07,0,0,29,pos,KEGG_2021_Human,0.0022599855,0.85293734
1,Interferon Alpha Response,2.9178867637598398e-55,86.59210526315789,10873.485000296556,LGALS3BP;OGFR;SAMD9L;SAMD9;UBE2L6;IFI35;DDX60;USP18;IFIT3;IFI44L;IFIT2;OASL;HELZ2;IFIH1;TRIM5;LAMP3;DHX58;EPSTI1;GBP2;B2M;HERC6;RSAD2;SP110;STAT2;MX1;TAP1;TRAFD1;IFI44;EIF2AK2;ISG15;PARP9;PARP12;BST2;PSMA3;IFI27;OAS1;IRF7;CMPK2;IRF9;LY6E,1.0504392349535422e-53,0,0,29,pos,MSigDB_Hallmark_2020,0.0022599855,0.85293734
2,Interferon Gamma Response,5.456401975488921e-50,38.10575139146568,4322.42931314565,OGFR;LGALS3BP;SAMD9L;NLRC5;UBE2L6;IFI35;IFIT1;DDX60;USP18;IFIT3;IFI44L;IFIT2;OASL;HELZ2;IFIH1;RNF213;APOL6;DHX58;EPSTI1;B2M;HERC6;RSAD2;SP110;STAT1;STAT2;MX2;MX1;EIF2AK2;IFI44;TAP1;TRAFD1;ISG15;TOR1B;PARP12;PML;BST2;PSMA3;IFI27;OAS2;OAS3;IRF7;SERPING1;CMPK2;XAF1;IRF9;LY6E,9.821523555880058e-49,0,0,29,pos,MSigDB_Hallmark_2020,0.0022599855,0.85293734
3,Oxidative Phosphorylation,0.0009340556104345,4.255208333333333,29.684225172013964,BDH2;UQCRB;NDUFA5;NDUFS4;ATP5PO;TIMM10;COX6C;COX7C,0.0084065004939113,0,0,29,pos,MSigDB_Hallmark_2020,0.0022599855,0.85293734
1,Mitochondrial Respiratory Chain Complex I (GO:0005747),1.517309196504978e-07,21.085339835416036,331.06423432395894,NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1,9.786644317457107e-06,0,0,29,neg,GO_Cellular_Component_2023,0.0022599855,0.85293734
2,Respiratory Chain Complex I (GO:0045271),1.517309196504978e-07,21.085339835416036,331.06423432395894,NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1,9.786644317457107e-06,0,0,29,neg,GO_Cellular_Component_2023,0.0022599855,0.85293734
3,"RNA Polymerase II, Core Complex (GO:0005665)",8.98018633910456e-06,40.38775510204081,469.325501273126,POLR2F;POLR2I;POLR2J;POLR2L,0.0003861480125814,0,0,29,neg,GO_Cellular_Component_2023,0.0022599855,0.85293734
1,Electron Transport Chain OXPHOS System In Mitochondria WP111,6.216148513241812e-10,13.525737817433082,286.7280640197886,ATP5IF1;COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;SLC25A14;COX6B1,2.0451128608565565e-07,0,0,29,neg,WikiPathway_2023_Human,0.0022599855,0.85293734
2,Nonalcoholic Fatty Liver Disease WP4396,5.147796401009107e-09,9.692684036864264,184.98193890182068,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;PRKAB1;COX6B1;IL1B;CCL2,8.468125079659981e-07,0,0,29,neg,WikiPathway_2023_Human,0.0022599855,0.85293734
3,Oxidative Phosphorylation WP623,1.424605297083594e-07,15.823717948717947,249.44826809728173,NDUFA7;NDUFB6;NDUFB10;NDUFB4;NDUFA3;ATP6AP2;NDUFA2;NDUFC1,1.5623171424683414e-05,0,0,29,neg,WikiPathway_2023_Human,0.0022599855,0.85293734
1,REL human,0.0013185462203513,15.854394870424793,105.13406751270358,IL1B;CCL2;SOD2,0.0880902152514604,0,0,29,neg,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
2,RELB mouse,0.0014535707837741,49.98989898989899,326.6206097208578,CCND1;HES1,0.0880902152514604,0,0,29,neg,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
3,APEX1 human,0.0020216133697869,39.98989898989899,248.09171029141777,CD19;CCL2,0.0880902152514604,0,0,29,neg,TRRUST_Transcription_Factors_2019,0.0022599855,0.85293734
1,Cellular Respiration (GO:0045333),8.492479809184711e-10,15.514514514514516,324.0465431120925,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;SLC25A14;COX6B1,8.985544914835689e-07,0,0,29,neg,GO_Biological_Process_2023,0.0022599855,0.85293734
2,Aerobic Electron Transport Chain (GO:0019646),1.4018282858224874e-09,17.91470054446461,365.19992253654686,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;COX6B1,8.985544914835689e-07,0,0,29,neg,GO_Biological_Process_2023,0.0022599855,0.85293734
3,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),1.879821111890312e-09,17.31578947368421,347.91038698332073,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;COX6B1,8.985544914835689e-07,0,0,29,neg,GO_Biological_Process_2023,0.0022599855,0.85293734
1,Gastrointestinal stroma tumor (HP:0100723),0.0004101764969352,25.111675126903556,195.84402098106767,CR2;CD19;MS4A1,0.0974155488751783,0,0,29,neg,Human_Phenotype_Ontology,0.0022599855,0.85293734
2,Muscle abnormality related to mitochondrial dysfunction (HP:0003800),0.0008481701801219,18.82994923857868,133.17348392535672,POLG2;ISCU;COX6B1,0.0974155488751783,0,0,29,neg,Human_Phenotype_Ontology,0.0022599855,0.85293734
3,Elevated hepatic transaminases (HP:0002910),0.0009219137117524,5.746158334954289,40.16023920634069,DPM3;CR2;POLG2;ABCB4;CD19;MS4A1,0.0974155488751783,0,0,29,neg,Human_Phenotype_Ontology,0.0022599855,0.85293734
1,"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",1.6520795718191977e-08,11.351511341610353,203.4037121948037,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;SLC25A14;COX6B1,8.332651551461212e-06,0,0,29,neg,Reactome_2022,0.0022599855,0.85293734
2,Respiratory Electron Transport R-HSA-611105,2.2797952261179788e-08,12.973684210526317,228.2926682430506,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;COX6B1,8.332651551461212e-06,0,0,29,neg,Reactome_2022,0.0022599855,0.85293734
3,Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,9.32298328932754e-08,8.30590390305763,134.45761754182965,COX8A;NDUFA7;NDUFB10;NDUFB6;MPC2;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;SLC25A14;COX6B1,2.271700261499477e-05,0,0,29,neg,Reactome_2022,0.0022599855,0.85293734
1,JUN 27471255 ChIP-Seq Chondrocytes Mouse Rib,1.772133166605957e-07,2.220163049363427,34.51445861653886,JPT1;ARF4;FAM89B;CETN2;GPATCH1;CIB1;GHITM;LETM2;FADS3;SPRED2;KRTCAP2;TMSB4X;MPC2;SH3BGRL3;UTY;NELFE;PSENEN;ZFYVE21;NUDT16L1;DYNLL1;MRPS6;LZTFL1;KCTD6;COX6B1;ENAH;RINT1;PLPP5;METTL25;SOAT1;POLG2;TRAF6;CSNK2B;TCP1;ISCU;SLC25A14;ZCCHC8;INO80C;SLBP;CSTB;GTF2A2;MEAF6;NDUFB10;CCDC24;RBM4B;CCNDBP1;NT5C;SCFD1;ST3GAL4;MAP7;ISOC1;ANKRD54;SAP18;CAMTA1;HES1;KHDC4;E2F4;POLR2I;RAE1;POLR2L;SIVA1;UBE2B;NDUFA3;NDUFA2;ZFC3H1;ATP2B4;SOD2;HS3ST1;TTLL4;ITGA10;CDC16;SPAG1;STRN;NOP10,0.0001279480146289,0,0,29,neg,ChEA_2022,0.0022599855,0.85293734
2,GABP 17652178 ChIP-ChIP JURKAT Human,0.0001633870512754,2.9726775956284155,25.91993121085204,COX8A;DDX3Y;GTF2A2;TSG101;DCTN3;KRT10;PRKAB1;GDAP2;GABARAP;LZTFL1;CCDC28A;NCSTN;DPM3;SCFD1;SEC61G;CDC16;ASB3,0.030279718443493,0,0,29,neg,ChEA_2022,0.0022599855,0.85293734
3,ERG 20887958 ChIP-Seq HPC-7 Mouse,0.0001775263655163,2.2233354880413705,19.20159553705775,CSTB;GTF2A2;PITPNA;SRI;CCNDBP1;GABARAP;FADS3;SCFD1;GNG5;CNR2;TBC1D30;CCL2;SEC61B;RAE1;POLR2J;NIPSNAP3B;GABARAPL2;MARCKSL1;NDUFA7;EIF1AY;ZFC3H1;NUDT16L1;SOD2;DPM3;TTLL4;AKAP9;SPAG1;EIF1B;ASB3;ASF1B,0.030279718443493,0,0,29,neg,ChEA_2022,0.0022599855,0.85293734
1,Oxidoreduction-Driven Active Transmembrane Transporter Activity (GO:0015453),1.3025431123038723e-10,23.63157894736842,537.8909483656437,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;COX6B1,2.9176965715606745e-08,0,0,29,neg,GO_Molecular_Function_2023,0.0022599855,0.85293734
2,NADH Dehydrogenase (Ubiquinone) Activity (GO:0008137),3.08499905655317e-08,27.584296532483062,477.0463934314378,NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1,2.8762298180896924e-06,0,0,29,neg,GO_Molecular_Function_2023,0.0022599855,0.85293734
3,NADH Dehydrogenase (Quinone) Activity (GO:0050136),3.852093506370123e-08,26.56131260794473,453.45642811748206,NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;NDUFC1,2.8762298180896924e-06,0,0,29,neg,GO_Molecular_Function_2023,0.0022599855,0.85293734
1,Huntington disease,1.305077732338451e-08,6.271616843458695,113.8575545896481,COX8A;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;DCTN3;NDUFC1;UQCR10;SOD2;COX6B1;TUBB6;POLR2F;POLR2I;POLR2J;POLR2L,2.623206242000287e-06,0,0,29,neg,KEGG_2021_Human,0.0022599855,0.85293734
2,Non-alcoholic fatty liver disease,5.3455120429487966e-08,8.774140752864158,146.9179277860246,COX8A;NDUFA7;NDUFB10;NDUFB6;IL1B;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;PRKAB1;COX6B1,5.37223960316354e-06,0,0,29,neg,KEGG_2021_Human,0.0022599855,0.85293734
3,Amyotrophic lateral sclerosis,8.479379873143784e-07,4.860569715142429,67.952992372308,COX8A;GABARAPL2;NDUFA7;NDUFB10;NDUFB6;NDUFB4;NDUFA3;NDUFA2;DCTN3;NDUFC1;UQCR10;GABARAP;COX6B1;TUBB6;ANXA7;RAE1,4.6586655800613207e-05,0,0,29,neg,KEGG_2021_Human,0.0022599855,0.85293734
1,DNA Repair,3.71121286467284e-08,9.094357076780758,155.59828363742577,NT5C;GTF2A2;TSG101;DAD1;MPC2;CETN2;POLR2F;POLR2I;EIF1B;POLR2J;RAE1;NELFE,1.4473730172224075e-06,0,0,29,neg,MSigDB_Hallmark_2020,0.0022599855,0.85293734
2,Oxidative Phosphorylation,1.1646241483657273e-07,7.291286568103177,116.41047380303488,COX8A;NDUFA7;OAT;NDUFB6;MGST3;NDUFB4;NDUFA3;NDUFA2;NDUFC1;UQCR10;COX6B1;POLR2F;ISCU,2.271017089313168e-06,0,0,29,neg,MSigDB_Hallmark_2020,0.0022599855,0.85293734
3,Notch Signaling,0.0002802069439193,14.411078717201166,117.88236655881762,PSENEN;CCND1;HES1;SKP1,0.003642690270952,0,0,29,neg,MSigDB_Hallmark_2020,0.0022599855,0.85293734
1,Endosome Membrane (GO:0010008),0.0035392942037144,2.9163292847503373,16.459260726334403,VPS18;TMBIM1;ERBB2;PACSIN2;TOM1;TMEM163;SLC15A4;KIR2DL4;RHOBTB2;BOK,0.3247264720779563,0,0,30,pos,GO_Cellular_Component_2023,0.0021879855,0.8551253
2,beta-catenin-TCF Complex (GO:1990907),0.0061478754316609,19.98989898989899,101.78154350719132,TLE1;TCF4,0.3247264720779563,0,0,30,pos,GO_Cellular_Component_2023,0.0021879855,0.8551253
3,Keratin Filament (GO:0045095),0.006909073873999,8.360406091370558,41.59234877252794,KRT86;KRT73;KRT72,0.3247264720779563,0,0,30,pos,GO_Cellular_Component_2023,0.0021879855,0.8551253
1,Tyrosine Metabolism And Related Disorders WP4506,0.0009754681839454,66.65656565656566,462.1028413784856,GSTZ1;HGD,0.2214312777556134,0,0,30,pos,WikiPathway_2023_Human,0.0021879855,0.8551253
2,Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218,0.0064733478403908,5.752186588921282,28.99137625994184,PTCRA;CD79A;XBP1;CD22,0.4443429194901275,0,0,30,pos,WikiPathway_2023_Human,0.0021879855,0.8551253
3,Apoptosis WP254,0.010051872319132,5.030612244897959,23.14079802223381,CASP10;FASLG;BCL2L2;BOK,0.4443429194901275,0,0,30,pos,WikiPathway_2023_Human,0.0021879855,0.8551253
1,PAX2 human,0.0014535707837741,49.98989898989899,326.6206097208578,ERBB2;NCAM1,0.1715213524853469,0,0,30,pos,TRRUST_Transcription_Factors_2019,0.0021879855,0.8551253
2,ELF1 human,0.0034202318391573,28.561327561327563,162.17255858986445,MEIS1;ERBB2,0.2017936785102815,0,0,30,pos,TRRUST_Transcription_Factors_2019,0.0021879855,0.8551253
3,FOXP3 mouse,0.0061478754316609,19.98989898989899,101.78154350719132,TNFRSF18;ERBB2,0.2418164336453307,0,0,30,pos,TRRUST_Transcription_Factors_2019,0.0021879855,0.8551253
1,B Cell Receptor Signaling Pathway (GO:0050853),9.34439910541812e-05,12.357098186366478,114.6509898683154,CD79B;IGHM;CD79A;IGHD;CD38,0.1007326223564073,0,0,30,pos,GO_Biological_Process_2023,0.0021879855,0.8551253
2,Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911),0.0003305707549056,27.395939086294412,219.56995457412373,CX3CR1;KLRC1;KIR2DL4,0.1168394113659086,0,0,30,pos,GO_Biological_Process_2023,0.0021879855,0.8551253
3,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.000405111500105,5.618334625270287,43.88676817360983,CD79B;CD79A;IGHM;TXK;IGHD;CD38;LCP2,0.1168394113659086,0,0,30,pos,GO_Biological_Process_2023,0.0021879855,0.8551253
1,Fatigable weakness (HP:0003473),0.0003305707549056,27.395939086294412,219.56995457412373,CHRNB1;DOK7;COLQ,0.0474919984547775,0,0,30,pos,Human_Phenotype_Ontology,0.0021879855,0.8551253
2,Abnormality of the neuromuscular junction (HP:0003398),0.0003305707549056,27.395939086294412,219.56995457412373,CHRNB1;DOK7;COLQ,0.0474919984547775,0,0,30,pos,Human_Phenotype_Ontology,0.0021879855,0.8551253
3,Agammaglobulinemia (HP:0004432),0.0003305707549056,27.395939086294412,219.56995457412373,CD79B;IGHM;CD79A,0.0474919984547775,0,0,30,pos,Human_Phenotype_Ontology,0.0021879855,0.8551253
1,CD22 Mediated BCR Regulation R-HSA-5690714,1.4329382790286753e-07,202.0204081632653,3183.512051346897,CD79B;CD79A;IGLL5;CD22,5.9466938579690025e-05,0,0,30,pos,Reactome_2022,0.0021879855,0.8551253
2,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,4.493906546579007e-07,9.16953889147648,134.01623363623213,NCR1;IGLL5;KLRF1;SH2D1B;KIR3DL1;KLRC1;SIGLEC7;KIR2DL4;CD22;LAIR1,9.32485608415144e-05,0,0,30,pos,Reactome_2022,0.0021879855,0.8551253
3,Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837,5.082545165940558e-05,23.74909963985594,234.8100391955592,FAM110A;GP9;PROC;SERPINE2,0.0070308541462177,0,0,30,pos,Reactome_2022,0.0021879855,0.8551253
1,LMO2 20887958 ChIP-Seq HPC-7 Mouse,7.3920785222809826e-06,2.640792512906402,31.201231847356187,DCLRE1B;CX3CR1;NRSN2;RTKN;SERPINE2;CXXC5;GRAMD4;SLC1A7;FADS2;ARVCF;GNPTAB;NEU1;ERBB2;RBPMS2;PAK6;NCAM1;BCO2;HAVCR2;BOK;KIR3DL1;PAFAH2;DHRS3;COLQ;GP9;LPAR5;B3GNT7;GFOD1;KCTD10;RAB38;MAPRE2;RAMP1,0.0053518648501314,0,0,30,pos,ChEA_2022,0.0021879855,0.8551253
2,E2A 27217539 Chip-Seq RAMOS-Cell Line Human,5.539650038626012e-05,2.294481101491285,22.488195821175903,ZNF595;CX3CR1;GNAZ;ACY3;COL13A1;SLC20A1;LPCAT1;CCDC106;CLN8;CXXC5;GRAMD4;RHOBTB2;CD79B;LIPC;GNPTAB;SCRN1;HCFC1R1;CD38;SLC15A4;PLXNA4;VPS18;XBP1;CDKN2C;CD72;HPCAL1;DTNBP1;PAFAH2;SPATA2L;GFOD1;KLHL6;TMBIM1;SARDH;CD9,0.0200535331398261,0,0,30,pos,ChEA_2022,0.0021879855,0.8551253
3,GATA1 19941827 ChIP-Seq MEL Mouse,0.0001197777786556,2.2789880534082925,20.578971269849923,DCLRE1B;GNAZ;LPCAT1;HSCB;CLN8;ADIPOR2;SLC1A7;TSPAN33;ARVCF;LIPC;SCRN1;PACSIN2;CD38;PLXNA4;HAVCR2;HPCAL1;COLQ;SPATA2L;FABP1;GP9;MEIS1;GNAL;GFOD1;ANGPTL6;KCTD10;PITPNM2;TMBIM1;LCP2;GLA;RAMP1,0.028906370582237,0,0,30,pos,ChEA_2022,0.0021879855,0.8551253
1,NADP-retinol Dehydrogenase Activity (GO:0052650),0.0034202318391573,28.561327561327563,162.17255858986445,AKR1C3;DHRS3,0.3894694341872384,0,0,30,pos,GO_Molecular_Function_2023,0.0021879855,0.8551253
2,"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)",0.0061478754316609,19.98989898989899,101.78154350719132,DCLRE1B;DPYSL4,0.3894694341872384,0,0,30,pos,GO_Molecular_Function_2023,0.0021879855,0.8551253
3,Protein Heterodimerization Activity (GO:0046982),0.0123000857894681,3.2971761541909457,14.501472143446618,XBP1;ZHX3;ERBB2;TCF4;BCL2L2;BOK,0.3894694341872384,0,0,30,pos,GO_Molecular_Function_2023,0.0021879855,0.8551253
1,Antigen processing and presentation,0.0001309957437581,8.474226804123711,75.76251738674904,HSPA1L;HSPA6;KIR3DL1;KIR2DL1;KLRC1;KIR2DL4,0.0204353360262676,0,0,30,pos,KEGG_2021_Human,0.0021879855,0.8551253
2,Natural killer cell mediated cytotoxicity,0.0003532100057453,5.755139562092595,45.74442616539763,NCR1;SH2D1B;FASLG;LCP2;KIR3DL1;KIR2DL1;KLRC1,0.0275503804481345,0,0,30,pos,KEGG_2021_Human,0.0021879855,0.8551253
3,Graft-versus-host disease,0.0008067730463282,10.613319011815252,75.59302673955138,FASLG;KIR3DL1;KIR2DL1;KLRC1,0.0419521984090694,0,0,30,pos,KEGG_2021_Human,0.0021879855,0.8551253
1,IL-2/STAT5 Signaling,0.0039577330623687,3.7040155440414506,20.490924669981364,CD79B;XBP1;GUCY1B1;AMACR;TNFRSF18;IL2RB;DHRS3,0.1503938563700133,0,0,30,pos,MSigDB_Hallmark_2020,0.0021879855,0.8551253
2,Apoptosis,0.0230375964778169,3.2287968441814594,12.17459103833824,SLC20A1;ERBB2;CD38;FASLG;BCL2L2,0.2760102774108943,0,0,30,pos,MSigDB_Hallmark_2020,0.0021879855,0.8551253
3,Cholesterol Homeostasis,0.0380555884306284,4.231572174161721,13.83177100318916,FADS2;CD9;ACAT2,0.2760102774108943,0,0,30,pos,MSigDB_Hallmark_2020,0.0021879855,0.8551253
