rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Immunoglobulin Receptor Binding (GO:0034987),3.317359540687939e-07,134.6734693877551,2009.18359177183,IGHM;IGHA1;IGHA2;JCHAIN,6.203462341086446e-05,0,0,26,pos,GO_Molecular_Function_2023
2,Apolipoprotein Receptor Binding (GO:0034190),0.0009754681839454337,66.65656565656566,462.10284137848555,NR1H2;APOA1,0.0808464957603375,0,0,26,pos,GO_Molecular_Function_2023
3,Iron Ion Transmembrane Transporter Activity (GO:0005381),0.0020216133697869413,39.98989898989899,248.09171029141777,SLC25A37;SLC25A28,0.0808464957603375,0,0,26,pos,GO_Molecular_Function_2023
