rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,KRAS Signaling Dn,0.004067400402162354,3.684635829149776,20.28300352206346,EDAR;FGGY;CLSTN3;KCNMB1;IGFBP2;PDE6B;MYH7,0.14642641447784477,0,0,237,neg,MSigDB_Hallmark_2020
2,Myogenesis,0.0508439984704279,2.5779092702169626,7.679574154313181,SMTN;ADAM12;CRAT;CNN3;MYH7,0.4296336689334731,0,0,237,neg,MSigDB_Hallmark_2020
3,Complement,0.0508439984704279,2.5779092702169626,7.679574154313181,PPP2CB;CASP7;NOTCH4;S100A13;ATOX1,0.4296336689334731,0,0,237,neg,MSigDB_Hallmark_2020
