rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF-alpha Signaling via NF-kB,1.4671284327189212e-08,7.93721817551162,143.16657037615133,SERPINB2;SPHK1;RNF19B;SOD2;CXCL2;NFKBIA;SOCS3;SPSB1;SNN;TNIP1;IL1B;CCL2;HES1;IER3,6.015226574147577e-07,0,0,66,neg,MSigDB_Hallmark_2020
2,Interferon Gamma Response,0.0009340556104345935,4.255208333333333,29.684225172013964,NFKBIA;SOCS3;ARL4A;SOCS1;PIM1;CCL2;SOD2;IDO1,0.009574070006954583,0,0,66,neg,MSigDB_Hallmark_2020
3,Inflammatory Response,0.0009340556104345935,4.255208333333333,29.684225172013964,NFKBIA;ADGRE1;SPHK1;IL1B;CLEC5A;LPAR1;CCL2;EREG,0.009574070006954583,0,0,66,neg,MSigDB_Hallmark_2020
