rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Amoebiasis,8.576104979447662e-07,9.984968755277825,139.48118485808456,COL4A4;IL1B;COL4A3;CD1D;LAMC1;PIK3CB;CD1C;CXCL2;CD1A,0.00016637643660128465,0,0,66,neg,KEGG_2021_Human
2,AGE-RAGE signaling pathway in diabetic complications,6.570537771122418e-05,7.685609226140732,74.01495143325761,THBD;COL4A4;IL1B;COL4A3;PIM1;CCL2;PIK3CB,0.006373421637988745,0,0,66,neg,KEGG_2021_Human
3,Osteoclast differentiation,0.0002924396738320178,5.948186528497409,48.40189365254897,NFKBIA;SOCS3;SOCS1;IL1B;FHL2;PIK3CB;LILRA4,0.01891109890780382,0,0,66,neg,KEGG_2021_Human
