rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Tyrosine Metabolism And Related Disorders WP4506,0.0009754681839454337,66.65656565656566,462.10284137848555,GSTZ1;HGD,0.22143127775561344,0,0,30,pos,WikiPathway_2023_Human
2,Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218,0.006473347840390891,5.752186588921282,28.991376259941838,PTCRA;CD79A;XBP1;CD22,0.4443429194901275,0,0,30,pos,WikiPathway_2023_Human
3,Apoptosis WP254,0.010051872319132014,5.030612244897959,23.140798022233806,CASP10;FASLG;BCL2L2;BOK,0.4443429194901275,0,0,30,pos,WikiPathway_2023_Human
