rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Herpes simplex virus 1 infection,2.8490770888240295e-06,3.980769230769231,50.828513404506296,ZNF583;ZNF230;ZNF382;ZNF90;ZNF93;ZNF506;ZNF813;ZNF615;ZNF669;ZNF416;ZNF665;ZNF544;ZNF234;ZNF486;HLA-DQB1;ZNF585A;ZNF222;ZFP28,0.00047579587383361294,0,0,207,neg,KEGG_2021_Human
2,Glutathione metabolism,0.00026114908025227007,9.73767258382643,80.33988011860673,GSTM4;GSTM3;GSTM2;GSTM1;GSTA4,0.021805948201064553,0,0,207,neg,KEGG_2021_Human
3,Metabolism of xenobiotics by cytochrome P450,0.0009887099209859827,7.124954857349223,49.29834337305474,GSTM4;GSTM3;GSTM2;GSTM1;GSTA4,0.05503818560155303,0,0,207,neg,KEGG_2021_Human
