rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,JUND human,0.004692069558581303,9.711314884558703,52.07091984713094,TIMP1;CCR4;SOX4,0.15986763672340185,0,0,187,pos,TRRUST_Transcription_Factors_2019
2,STAT1 mouse,0.004692069558581303,9.711314884558703,52.07091984713094,SOCS3;CXCL10;RUNX2,0.15986763672340185,0,0,187,pos,TRRUST_Transcription_Factors_2019
3,TWIST1 human,0.005094587706793724,9.407360406091371,49.666879272481374,FN1;TIMP1;RUNX2,0.15986763672340185,0,0,187,pos,TRRUST_Transcription_Factors_2019
