rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Lipid and atherosclerosis,1.1290534382937108e-05,5.590725178960473,63.68700220254946,ERO1A;MAP2K3;HSP90AA1;RXRA;POU2F1;HSP90AB1;HSPA1L;HSPA6;RHOA;HSPA1A;HSPD1,0.0020435867233116168,0,0,24,pos,KEGG_2021_Human
2,Platelet activation,3.5528440712023817e-05,7.070402298850575,72.43752326330915,GP9;TBXA2R;SNAP23;GP1BA;GP6;ACTB;RHOA;ACTG1,0.0032153238844381555,0,0,24,pos,KEGG_2021_Human
3,Fluid shear stress and atherosclerosis,7.998107884785131e-05,6.256043256997455,59.01776330762988,HSP90AA1;HSP90AB1;HMOX1;SQSTM1;ACTB;RHOA;KLF2;ACTG1,0.004825525090487029,0,0,24,pos,KEGG_2021_Human
