rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Activation Of Matrix Metalloproteinases R-HSA-1592389,0.000316376872754873,13.913441238564392,112.12252948199962,COL18A1;MMP28;MMP17;PRSS2,0.11563386788996156,0,0,220,pos,Reactome_2022
2,Biosynthesis Of DHA-derived SPMs R-HSA-9018677,0.0006040394207294829,21.522117476432197,159.51916044937724,GSTM4;ALOX12;LTA4H,0.11563386788996156,0,0,220,pos,Reactome_2022
3,Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678,0.0008481701801219675,18.82994923857868,133.17348392535672,GSTM4;ALOX12;LTA4H,0.11563386788996156,0,0,220,pos,Reactome_2022
