rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,3.4629243628747584e-07,18.377441211638104,273.3824888472053,ABCA1;CETP;MYLIP;SREBF1;EEPD1;AGO1;ABCG1,0.00018284240635978725,0,0,117,pos,Reactome_2022
2,Metallothioneins Bind Metals R-HSA-5661231,3.031048397200008e-06,57.70553935860058,733.2413213987782,MT1M;MT1F;MT1X;MT1E,0.0008001967768608021,0,0,117,pos,Reactome_2022
3,Response To Metal Ions R-HSA-5660526,8.98018633910456e-06,40.38775510204081,469.32550127312595,MT1M;MT1F;MT1X;MT1E,0.0015805127956824026,0,0,117,pos,Reactome_2022
