rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Estrogen Response Early,0.004067400402162354,3.684635829149776,20.28300352206346,SLC7A5;KRT19;SLC16A1;KRT18;MAST4;KRT8;SLC2A1,0.16676341648865653,0,0,117,pos,MSigDB_Hallmark_2020
2,Adipogenesis,0.015493990781832804,3.1256244021681368,13.025424015927582,ABCA1;LIPE;GPAM;SSPN;ELOVL6;RETN,0.211751207351715,0,0,117,pos,MSigDB_Hallmark_2020
3,mTORC1 Signaling,0.015493990781832804,3.1256244021681368,13.025424015927582,SLC7A5;HMBS;SLC2A1;PDAP1;ELOVL6;PSPH,0.211751207351715,0,0,117,pos,MSigDB_Hallmark_2020
