rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Xenobiotic Metabolism,0.004067400402162354,3.684635829149776,20.28300352206346,ITIH4;ALAS1;SLC35D1;TMEM176B;CAT;BLVRB;FBP1,0.05558780549621884,0,0,125,neg,MSigDB_Hallmark_2020
2,heme Metabolism,0.004067400402162354,3.684635829149776,20.28300352206346,CAST;CAT;BLVRB;PDZK1IP1;NR3C1;ERMAP;AGPAT4,0.05558780549621884,0,0,125,neg,MSigDB_Hallmark_2020
3,KRAS Signaling Up,0.004067400402162354,3.684635829149776,20.28300352206346,CBX8;SPON1;FUCA1;TMEM176B;TMEM176A;ADAM8;MPZL2,0.05558780549621884,0,0,125,neg,MSigDB_Hallmark_2020
