rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Striated Muscle Contraction (GO:0006941),9.368240567186115e-12,24.993558776167472,634.6788287785718,RYR1;JSRP1;TNNT1;TNNC2;TPM1;TNNT3;STAC3;TNNI2;LMOD3;MYH7;TTN,1.260965180343251e-08,0,0,32,pos,GO_Biological_Process_2023
2,Skeletal Muscle Contraction (GO:0003009),4.096356071657933e-10,59.80829015544042,1292.8012341958633,JSRP1;TNNT1;TNNC2;TNNT3;STAC3;TNNI2;MYH7,2.756847636225789e-07,0,0,32,pos,GO_Biological_Process_2023
3,Oxidative Phosphorylation (GO:0006119),3.100961111147918e-06,12.787564766839377,162.19489427978255,UQCRB;NDUFA1;NDUFB1;NDUFC1;UQCRH;ATP5F1E;ATP5ME,0.0013912978852016992,0,0,32,pos,GO_Biological_Process_2023
