rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,MYB mouse,0.0006040394207294829,21.522117476432197,159.51916044937724,GSTM2;ANPEP;NOL3,0.04042944525248045,0,0,63,neg,TRRUST_Transcription_Factors_2019
2,NR1H3 mouse,0.0006040394207294829,21.522117476432197,159.51916044937724,ABCA1;SREBF1;ABCG1,0.04042944525248045,0,0,63,neg,TRRUST_Transcription_Factors_2019
3,NR3C1 mouse,0.0008481701801219675,18.82994923857868,133.17348392535672,NFKBIA;FAM89B;RUNX2,0.04042944525248045,0,0,63,neg,TRRUST_Transcription_Factors_2019
