rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Amyloid Precursor Protein Metabolic Process (GO:0042982),2.0854898756677612e-05,31.062794348508636,334.7923648041761,ADAM19;BACE1;NSG1;APOE,0.023002953328615405,0,0,231,pos,GO_Biological_Process_2023
2,Sterol Biosynthetic Process (GO:0016126),0.00016460907121433117,16.816326530612244,146.50278000651662,SQLE;MVK;DHCR24;CES1,0.0797492414658078,0,0,231,pos,GO_Biological_Process_2023
3,Negative Regulation Of Blood Coagulation (GO:0030195),0.00021690636844734666,15.521193092621663,130.93747995826848,SERPINE2;F12;PDGFA;APOE,0.0797492414658078,0,0,231,pos,GO_Biological_Process_2023
