rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,MHC Class II Protein Complex Binding (GO:0023026),1.4021228325364553e-07,32.199131850244164,508.1057862758166,HLA-DMA;HLA-DMB;HLA-DRA;HLA-DOA;HLA-DOB;MS4A1,3.238903743159212e-05,0,0,22,pos,GO_Molecular_Function_2023
2,Pentosyltransferase Activity (GO:0016763),2.299046533139486e-06,18.52577319587629,240.5204111443618,PARP10;ZC3HAV1;PARP14;PARP9;LARGE2;TYMP,0.00026553987457761066,0,0,22,pos,GO_Molecular_Function_2023
3,Double-Stranded RNA Binding (GO:0003725),4.6909610793144606e-05,10.348243928009785,103.14392734407447,OAS1;OAS2;OAS3;DHX58;EIF2AK2;DDX60,0.003612040031072135,0,0,22,pos,GO_Molecular_Function_2023
