rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,ZNF382 human,0.004247232134539841,24.98989898989899,136.4820277236255,ID1;IKBKE,0.24864464610607062,0,0,102,neg,TRRUST_Transcription_Factors_2019
2,NFYC human,0.007218101036314867,18.171717171717173,89.6077061786221,FDPS;FOS,0.24864464610607062,0,0,102,neg,TRRUST_Transcription_Factors_2019
3,ATF2 mouse,0.010888425001890752,14.275613275613276,64.52655688502057,PER1;FOS,0.24864464610607062,0,0,102,neg,TRRUST_Transcription_Factors_2019
