rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,RNA Binding (GO:0003723),5.665476166070827e-08,3.0440967664157315,50.7946808205397,MRPS15;KDM1A;PRKDC;DDX23;GPATCH4;THG1L;SART1;HMGN5;SNRPD1;BMS1;TPR;SAFB2;RRS1;DHX16;NOP56;NOP14;UTP4;NOP16;PUS1;SMC1A;HNRNPAB;PUM3;GNL3;RSL1D1;EWSR1;DKC1;PSPC1;CLNS1A;APEX1;NCL;ACIN1;UBA1;NUP98;RPL26;PPIA;KPNB1;METAP2,1.3370523751927153e-05,0,0,16,neg,GO_Molecular_Function_2023
2,mRNA 5'-UTR Binding (GO:0048027),8.814271911404375e-05,20.183673469387756,188.4459421090328,RSL1D1;NCL;RPL26;GNL3,0.010400840855457163,0,0,16,neg,GO_Molecular_Function_2023
3,snoRNA Binding (GO:0030515),0.00024710303456243254,14.945578231292517,124.13356629968176,NOP56;NOP14;PRKDC;DKC1,0.019438772052244695,0,0,16,neg,GO_Molecular_Function_2023
