rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Regulation Of Viral Genome Replication (GO:0045069),2.1635618333975684e-08,16.038815670698682,283.06785299111056,RSAD2;OAS1;OAS3;MX1;EIF2AK2;ISG15;PABPC1;ZC3HAV1;IFIT1,2.5832928290766968e-05,0,0,42,pos,GO_Biological_Process_2023
2,Negative Regulation Of Viral Genome Replication (GO:0045071),5.239062859337803e-08,18.291666666666668,306.65134284189514,RSAD2;OAS1;OAS3;MX1;EIF2AK2;ISG15;ZC3HAV1;IFIT1,3.127720527024668e-05,0,0,42,pos,GO_Biological_Process_2023
3,Negative Regulation Of Viral Process (GO:0048525),1.6256948864629975e-07,15.52437106918239,242.67945717444763,RSAD2;OAS1;OAS3;MX1;EIF2AK2;ISG15;ZC3HAV1;IFIT1,6.47026564812273e-05,0,0,42,pos,GO_Biological_Process_2023
