rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,SPI1 human,0.00038763478399228226,8.881241565452092,69.76612187866111,MSR1;CD40;ERAP2;ACP5;CCL2,0.04186455667116649,0,0,202,pos,TRRUST_Transcription_Factors_2019
2,FOXO1 mouse,0.012951499605550441,6.539615978812624,28.42472661929245,BCL2L11;CCL2;TRIB3,0.32253259330365697,0,0,202,pos,TRRUST_Transcription_Factors_2019
3,IRF1 human,0.014428570220361191,6.266497461928934,26.5608314530226,PIGR;CD40;ERAP2,0.32253259330365697,0,0,202,pos,TRRUST_Transcription_Factors_2019
