rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,SREBF2 human,4.146798801190002e-05,25.23469387755102,254.6329194525256,LIPC;PON2;LDLR;FDFT1,0.0034003750169758016,0,0,95,pos,TRRUST_Transcription_Factors_2019
2,RFXANK human,0.00041017649693527065,25.111675126903553,195.84402098106767,HLA-DRB5;HLA-DMB;HLA-DQA2,0.011211490916230731,0,0,95,pos,TRRUST_Transcription_Factors_2019
3,RFXAP human,0.00041017649693527065,25.111675126903553,195.84402098106767,HLA-DRB5;HLA-DMB;HLA-DQA2,0.011211490916230731,0,0,95,pos,TRRUST_Transcription_Factors_2019
