rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Metallothioneins Bind Metals R-HSA-5661231,4.184716884675354e-08,84.58974358974359,1437.1155985372875,MT2A;MT1M;MT1F;MT1X;MT1E,1.8329059954878048e-05,0,0,159,pos,Reactome_2022
2,Response To Metal Ions R-HSA-5660526,1.7696212764855076e-07,56.38461538461539,876.6302276842081,MT2A;MT1M;MT1F;MT1X;MT1E,3.875470595503262e-05,0,0,159,pos,Reactome_2022
3,Glutathione Conjugation R-HSA-156590,2.7868095991564833e-05,16.351530190239867,171.49530707153963,GSTM4;GSTZ1;GSTM2;GSTM1;MGST1,0.004068742014768465,0,0,159,pos,Reactome_2022
